frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
27.50,-7.72,-7.72,-7.72,-7.72,7.72,7.81,0.00,0.00,0.00
27.77,-7.72,-7.72,-7.72,-7.72,7.72,7.80,-0.00,-0.00,0.00
28.05,-7.71,-7.71,-7.71,-7.71,7.71,7.80,-0.00,-0.00,0.00
28.33,-7.70,-7.70,-7.70,-7.70,7.70,7.79,-0.00,-0.00,0.00
28.62,-7.70,-7.70,-7.70,-7.70,7.70,7.79,0.00,-0.00,0.00
28.90,-7.69,-7.69,-7.69,-7.69,7.69,7.78,0.00,0.00,0.00
29.19,-7.68,-7.68,-7.68,-7.68,7.68,7.77,0.00,0.00,0.00
29.48,-7.67,-7.67,-7.67,-7.67,7.67,7.76,0.00,0.00,0.00
29.78,-7.67,-7.67,-7.67,-7.67,7.67,7.76,0.00,0.00,0.00
30.08,-7.66,-7.66,-7.66,-7.66,7.66,7.75,-0.00,-0.00,0.00
30.38,-7.65,-7.65,-7.65,-7.65,7.65,7.74,-0.00,-0.00,0.00
30.68,-7.64,-7.64,-7.64,-7.64,7.64,7.73,-0.00,-0.00,0.00
30.99,-7.63,-7.63,-7.63,-7.63,7.63,7.72,0.00,-0.00,0.00
31.30,-7.62,-7.62,-7.62,-7.62,7.62,7.71,0.00,0.00,0.00
31.61,-7.62,-7.62,-7.62,-7.62,7.62,7.70,0.00,0.00,0.00
31.93,-7.61,-7.61,-7.61,-7.61,7.61,7.69,0.00,0.00,0.00
32.24,-7.60,-7.60,-7.60,-7.60,7.60,7.68,0.00,-0.00,0.00
32.57,-7.59,-7.59,-7.59,-7.59,7.59,7.66,-0.00,-0.00,0.00
32.89,-7.58,-7.58,-7.58,-7.58,7.58,7.65,-0.00,-0.00,0.00
33.22,-7.57,-7.57,-7.57,-7.57,7.57,7.64,-0.00,-0.00,0.00
33.55,-7.56,-7.56,-7.56,-7.56,7.56,7.62,0.00,0.00,0.00
33.89,-7.55,-7.55,-7.55,-7.55,7.55,7.61,0.00,0.00,0.00
34.23,-7.54,-7.54,-7.54,-7.54,7.54,7.59,0.00,0.00,0.00
34.57,-7.53,-7.53,-7.53,-7.53,7.53,7.58,0.00,-0.00,0.00
34.92,-7.52,-7.52,-7.52,-7.52,7.52,7.56,-0.00,-0.00,0.00
35.27,-7.51,-7.51,-7.51,-7.51,7.51,7.55,-0.00,-0.00,0.00
35.62,-7.50,-7.50,-7.50,-7.50,7.50,7.53,-0.00,-0.00,0.00
35.97,-7.49,-7.49,-7.49,-7.49,7.49,7.51,0.00,0.00,0.00
36.33,-7.47,-7.47,-7.47,-7.47,7.47,7.50,0.00,0.00,0.00
36.70,-7.46,-7.46,-7.46,-7.46,7.46,7.48,0.00,0.00,0.00
37.06,-7.45,-7.45,-7.45,-7.45,7.45,7.46,-0.00,-0.00,0.00
37.43,-7.44,-7.44,-7.44,-7.44,7.44,7.44,-0.00,-0.00,0.00
37.81,-7.43,-7.43,-7.43,-7.43,7.43,7.42,-0.00,-0.00,0.00
38.19,-7.41,-7.41,-7.42,-7.42,7.42,7.40,0.00,0.00,0.00
38.57,-7.40,-7.40,-7.40,-7.40,7.40,7.38,0.00,0.00,0.00
38.95,-7.39,-7.39,-7.39,-7.39,7.39,7.36,0.00,0.00,0.00
39.34,-7.38,-7.38,-7.38,-7.38,7.38,7.34,-0.00,-0.00,0.00
39.74,-7.36,-7.36,-7.36,-7.36,7.36,7.32,-0.00,-0.00,0.00
40.14,-7.35,-7.35,-7.35,-7.35,7.35,7.30,-0.00,-0.00,0.00
40.54,-7.34,-7.34,-7.34,-7.34,7.34,7.28,0.00,0.00,0.00
40.94,-7.32,-7.32,-7.32,-7.32,7.32,7.25,0.00,0.00,0.00
41.35,-7.31,-7.31,-7.31,-7.31,7.31,7.23,0.00,0.00,0.00
41.76,-7.29,-7.29,-7.29,-7.29,7.29,7.21,-0.00,-0.00,0.00
42.18,-7.28,-7.28,-7.28,-7.28,7.28,7.19,-0.00,-0.00,0.00
42.60,-7.26,-7.26,-7.26,-7.26,7.26,7.16,-0.00,-0.00,0.00
43.03,-7.25,-7.25,-7.25,-7.25,7.25,7.14,0.00,0.00,0.00
43.46,-7.23,-7.23,-7.23,-7.23,7.23,7.12,0.00,0.00,0.00
43.90,-7.21,-7.21,-7.21,-7.21,7.21,7.09,0.00,0.00,0.00
44.33,-7.20,-7.20,-7.20,-7.20,7.20,7.07,-0.00,-0.00,0.00
44.78,-7.18,-7.18,-7.18,-7.18,7.18,7.04,-0.00,-0.00,0.00
45.23,-7.16,-7.16,-7.16,-7.16,7.16,7.02,0.00,0.00,0.00
45.68,-7.15,-7.15,-7.15,-7.15,7.15,6.99,0.00,0.00,0.00
46.13,-7.13,-7.13,-7.13,-7.13,7.13,6.97,0.00,0.00,0.00
46.60,-7.11,-7.11,-7.11,-7.11,7.11,6.94,-0.00,-0.00,0.00
47.06,-7.09,-7.09,-7.09,-7.09,7.09,6.92,-0.00,-0.00,0.00
47.53,-7.07,-7.07,-7.07,-7.07,7.07,6.89,0.00,0.00,0.00
48.01,-7.05,-7.05,-7.05,-7.05,7.05,6.86,0.00,0.00,0.00
48.49,-7.04,-7.04,-7.04,-7.04,7.04,6.84,0.00,0.00,0.00
48.97,-7.02,-7.02,-7.02,-7.02,7.02,6.81,-0.00,-0.00,0.00
49.46,-7.00,-7.00,-7.00,-7.00,7.00,6.79,-0.00,-0.00,0.00
49.96,-6.97,-6.97,-6.97,-6.97,6.97,6.76,0.00,0.00,0.00
50.46,-6.95,-6.95,-6.95,-6.95,6.95,6.73,0.00,0.00,0.00
50.96,-6.93,-6.93,-6.93,-6.93,6.93,6.71,0.00,0.00,0.00
51.47,-6.91,-6.91,-6.91,-6.91,6.91,6.68,-0.00,-0.00,0.00
51.99,-6.89,-6.89,-6.89,-6.89,6.89,6.65,-0.00,-0.00,0.00
52.51,-6.87,-6.87,-6.87,-6.87,6.87,6.63,0.00,0.00,0.00
53.03,-6.84,-6.84,-6.84,-6.84,6.84,6.60,0.00,0.00,0.00
53.56,-6.82,-6.82,-6.82,-6.82,6.82,6.57,-0.00,-0.00,0.00
54.10,-6.80,-6.80,-6.80,-6.80,6.80,6.55,-0.00,-0.00,0.00
54.64,-6.77,-6.77,-6.77,-6.77,6.77,6.52,0.00,0.00,0.00
55.18,-6.75,-6.75,-6.75,-6.75,6.75,6.49,0.00,0.00,0.00
55.74,-6.72,-6.72,-6.72,-6.72,6.72,6.47,0.00,-0.00,0.00
56.29,-6.70,-6.70,-6.70,-6.70,6.70,6.44,-0.00,-0.00,0.00
56.86,-6.67,-6.67,-6.67,-6.67,6.67,6.42,0.00,0.00,0.00
57.42,-6.64,-6.64,-6.64,-6.64,6.64,6.39,0.00,0.00,0.00
58.00,-6.61,-6.61,-6.61,-6.61,6.61,6.36,0.00,0.00,0.00
58.58,-6.59,-6.59,-6.59,-6.59,6.59,6.34,-0.00,-0.00,0.00
59.16,-6.56,-6.56,-6.56,-6.56,6.56,6.31,0.00,0.00,0.00
59.76,-6.53,-6.53,-6.53,-6.53,6.53,6.29,0.00,-0.00,0.00
60.35,-6.50,-6.50,-6.50,-6.50,6.50,6.26,0.00,0.00,0.00
60.96,-6.47,-6.47,-6.47,-6.47,6.47,6.23,-0.00,-0.00,0.00
61.57,-6.44,-6.44,-6.44,-6.44,6.44,6.21,0.00,0.00,0.00
62.18,-6.41,-6.41,-6.41,-6.41,6.41,6.18,0.00,-0.00,0.00
62.80,-6.38,-6.38,-6.38,-6.38,6.38,6.16,-0.00,0.00,0.00
63.43,-6.34,-6.34,-6.34,-6.34,6.34,6.13,-0.00,0.00,0.00
64.07,-6.31,-6.31,-6.31,-6.31,6.31,6.11,0.00,-0.00,0.00
64.71,-6.28,-6.28,-6.28,-6.28,6.28,6.08,0.00,-0.00,0.00
65.35,-6.24,-6.24,-6.24,-6.24,6.24,6.06,-0.00,0.00,0.00
66.01,-6.21,-6.21,-6.21,-6.21,6.21,6.03,-0.00,0.00,0.00
66.67,-6.17,-6.17,-6.17,-6.17,6.17,6.00,0.00,-0.00,0.00
67.33,-6.14,-6.14,-6.14,-6.14,6.14,5.98,0.00,-0.00,0.00
68.01,-6.10,-6.10,-6.10,-6.10,6.10,5.95,-0.00,0.00,0.00
68.69,-6.06,-6.06,-6.06,-6.06,6.06,5.93,0.00,-0.00,0.00
69.37,-6.02,-6.02,-6.02,-6.02,6.02,5.90,0.00,-0.00,0.00
70.07,-5.98,-5.98,-5.98,-5.98,5.98,5.87,-0.00,0.00,0.00
70.77,-5.94,-5.94,-5.94,-5.94,5.94,5.84,-0.00,0.00,0.00
71.48,-5.90,-5.90,-5.90,-5.90,5.90,5.82,0.00,-0.00,0.00
72.19,-5.86,-5.86,-5.86,-5.86,5.86,5.79,-0.00,0.00,0.00
72.91,-5.82,-5.82,-5.82,-5.82,5.82,5.76,-0.00,0.00,0.00
73.64,-5.78,-5.78,-5.78,-5.78,5.78,5.73,0.00,-0.00,0.00
74.38,-5.73,-5.73,-5.73,-5.73,5.73,5.70,0.00,-0.00,0.00
75.12,-5.69,-5.69,-5.69,-5.69,5.69,5.66,-0.00,0.00,0.00
75.87,-5.64,-5.64,-5.64,-5.64,5.64,5.63,0.00,-0.00,0.00
76.63,-5.60,-5.60,-5.60,-5.60,5.60,5.59,0.00,-0.00,0.00
77.40,-5.55,-5.55,-5.55,-5.55,5.55,5.56,-0.00,0.00,0.00
78.17,-5.50,-5.50,-5.50,-5.50,5.50,5.52,0.00,-0.00,0.00
78.95,-5.45,-5.45,-5.45,-5.45,5.45,5.48,0.00,-0.00,0.00
79.74,-5.40,-5.40,-5.40,-5.40,5.40,5.44,-0.00,0.00,0.00
80.54,-5.35,-5.35,-5.35,-5.35,5.35,5.39,0.00,-0.00,0.00
81.35,-5.30,-5.30,-5.30,-5.30,5.30,5.35,0.00,-0.00,0.00
82.16,-5.25,-5.25,-5.25,-5.25,5.25,5.30,-0.00,0.00,0.00
82.98,-5.19,-5.19,-5.19,-5.19,5.19,5.25,0.00,-0.00,0.00
83.81,-5.14,-5.14,-5.14,-5.14,5.14,5.19,0.00,-0.00,0.00
84.65,-5.08,-5.08,-5.08,-5.08,5.08,5.14,-0.00,0.00,0.00
85.50,-5.02,-5.02,-5.02,-5.02,5.02,5.08,0.00,-0.00,0.00
86.35,-4.97,-4.97,-4.97,-4.97,4.97,5.01,-0.00,0.00,0.00
87.22,-4.91,-4.91,-4.91,-4.91,4.91,4.95,-0.00,0.00,0.00
88.09,-4.85,-4.85,-4.85,-4.85,4.85,4.88,0.00,-0.00,0.00
88.97,-4.78,-4.78,-4.78,-4.78,4.78,4.81,-0.00,0.00,0.00
89.86,-4.72,-4.72,-4.72,-4.72,4.72,4.73,0.00,-0.00,0.00
90.76,-4.66,-4.66,-4.66,-4.66,4.66,4.65,0.00,0.00,0.00
91.66,-4.59,-4.59,-4.59,-4.59,4.59,4.56,-0.00,0.00,0.00
92.58,-4.53,-4.53,-4.53,-4.53,4.53,4.48,0.00,-0.00,0.00
93.51,-4.46,-4.46,-4.46,-4.46,4.46,4.38,-0.00,-0.00,0.00
94.44,-4.39,-4.39,-4.39,-4.39,4.39,4.29,-0.00,-0.00,0.00
95.39,-4.32,-4.32,-4.32,-4.32,4.32,4.19,0.00,0.00,0.00
96.34,-4.25,-4.25,-4.25,-4.25,4.25,4.09,0.00,0.00,0.00
97.30,-4.17,-4.17,-4.17,-4.17,4.18,3.98,0.01,0.00,0.00
98.28,-4.10,-4.10,-4.10,-4.10,4.11,3.87,0.01,0.01,0.00
99.26,-4.02,-4.02,-4.02,-4.02,4.03,3.75,0.01,0.01,0.00
100.25,-3.95,-3.95,-3.95,-3.95,3.95,3.64,0.01,0.01,0.00
101.25,-3.87,-3.87,-3.87,-3.87,3.87,3.52,-0.00,-0.01,0.00
102.27,-3.79,-3.79,-3.79,-3.79,3.77,3.39,-0.02,-0.02,0.00
103.29,-3.70,-3.70,-3.69,-3.69,3.67,3.27,-0.03,-0.02,0.00
104.32,-3.56,-3.56,-3.57,-3.57,3.55,3.14,-0.01,-0.01,0.00
105.37,-3.43,-3.43,-3.43,-3.43,3.43,3.01,0.00,-0.00,0.00
106.42,-3.29,-3.29,-3.29,-3.29,3.30,2.87,0.01,0.01,0.00
107.48,-3.15,-3.15,-3.15,-3.15,3.16,2.73,0.01,0.01,0.00
108.56,-3.01,-3.01,-3.01,-3.01,3.02,2.60,0.01,0.01,0.00
109.64,-2.87,-2.87,-2.87,-2.87,2.87,2.46,0.00,0.00,0.00
110.74,-2.72,-2.72,-2.72,-2.72,2.72,2.31,0.00,0.00,0.00
111.85,-2.58,-2.58,-2.58,-2.58,2.58,2.17,-0.00,-0.00,0.00
112.97,-2.43,-2.43,-2.43,-2.43,2.43,2.03,-0.00,-0.00,0.00
114.10,-2.28,-2.28,-2.28,-2.28,2.28,1.88,-0.00,-0.00,0.00
115.24,-2.13,-2.13,-2.13,-2.13,2.13,1.74,-0.00,-0.00,0.00
116.39,-1.98,-1.98,-1.98,-1.98,1.98,1.59,0.00,0.00,0.00
117.55,-1.82,-1.82,-1.82,-1.82,1.82,1.45,0.00,0.00,0.00
118.73,-1.67,-1.67,-1.67,-1.67,1.67,1.30,0.00,0.00,0.00
119.92,-1.51,-1.51,-1.51,-1.51,1.51,1.16,0.00,0.00,0.00
121.12,-1.35,-1.35,-1.35,-1.35,1.35,1.02,0.00,-0.00,0.00
122.33,-1.19,-1.19,-1.19,-1.19,1.19,0.87,-0.00,-0.00,0.00
123.55,-1.03,-1.03,-1.03,-1.03,1.03,0.73,-0.00,-0.00,0.00
124.79,-0.87,-0.87,-0.87,-0.87,0.87,0.59,-0.00,-0.00,0.00
126.03,-0.71,-0.71,-0.71,-0.71,0.71,0.45,-0.00,-0.00,0.00
127.29,-0.55,-0.55,-0.55,-0.55,0.55,0.32,0.00,-0.00,0.00
128.57,-0.39,-0.39,-0.39,-0.39,0.39,0.18,0.00,0.00,0.00
129.85,-0.23,-0.23,-0.23,-0.23,0.23,0.05,0.00,0.00,0.00
131.15,-0.07,-0.07,-0.07,-0.07,0.07,-0.08,0.00,0.00,0.00
132.46,0.09,0.09,0.09,0.09,-0.09,-0.21,0.00,0.00,0.00
133.79,0.24,0.24,0.24,0.24,-0.24,-0.33,0.00,0.00,0.00
135.12,0.39,0.39,0.39,0.39,-0.39,-0.45,0.00,0.00,0.00
136.48,0.54,0.54,0.54,0.54,-0.54,-0.57,-0.00,-0.00,0.00
137.84,0.68,0.68,0.68,0.68,-0.69,-0.69,-0.00,-0.00,0.00
139.22,0.82,0.82,0.82,0.82,-0.83,-0.80,-0.00,-0.00,0.00
140.61,0.96,0.96,0.96,0.96,-0.96,-0.91,0.00,-0.00,0.00
142.02,1.09,1.09,1.09,1.09,-1.09,-1.01,-0.00,0.00,0.00
143.44,1.22,1.22,1.22,1.22,-1.22,-1.11,0.00,0.00,0.00
144.87,1.34,1.34,1.34,1.34,-1.34,-1.20,0.00,0.00,0.00
146.32,1.45,1.45,1.45,1.45,-1.45,-1.29,-0.00,-0.00,0.00
147.78,1.55,1.55,1.55,1.55,-1.56,-1.38,-0.00,-0.00,0.00
149.26,1.65,1.65,1.65,1.65,-1.66,-1.46,-0.00,-0.00,0.00
150.75,1.75,1.75,1.75,1.75,-1.75,-1.54,0.00,0.00,0.00
152.26,1.83,1.83,1.83,1.83,-1.83,-1.61,0.00,0.00,0.00
153.78,1.90,1.90,1.90,1.90,-1.90,-1.67,0.00,0.00,0.00
155.32,1.96,1.96,1.96,1.96,-1.96,-1.73,0.00,0.00,0.00
156.88,2.02,2.02,2.02,2.02,-2.02,-1.79,0.00,0.00,0.00
158.44,2.06,2.06,2.06,2.06,-2.06,-1.83,-0.00,0.00,0.00
160.03,2.09,2.09,2.09,2.09,-2.09,-1.87,-0.00,0.00,0.00
161.63,2.11,2.11,2.11,2.11,-2.11,-1.91,0.00,-0.00,0.00
163.24,2.11,2.11,2.11,2.11,-2.11,-1.93,-0.00,-0.00,0.00
164.88,2.11,2.11,2.11,2.11,-2.11,-1.95,-0.00,0.00,0.00
166.53,2.10,2.10,2.09,2.09,-2.09,-1.96,0.00,0.00,0.00
168.19,2.07,2.07,2.07,2.07,-2.06,-1.97,0.00,0.00,0.00
169.87,2.02,2.02,2.03,2.03,-2.02,-1.97,0.00,0.00,0.00
171.57,1.97,1.97,1.97,1.97,-1.97,-1.95,0.00,0.00,0.00
173.29,1.90,1.90,1.90,1.90,-1.90,-1.93,0.00,0.00,0.00
175.02,1.82,1.82,1.82,1.82,-1.82,-1.90,-0.00,0.00,0.00
176.77,1.73,1.73,1.73,1.73,-1.73,-1.86,-0.00,0.00,0.00
178.54,1.63,1.63,1.63,1.63,-1.63,-1.82,0.00,0.00,0.00
180.32,1.52,1.52,1.51,1.51,-1.51,-1.76,0.00,0.00,0.00
182.13,1.39,1.39,1.39,1.39,-1.39,-1.69,-0.00,-0.00,0.00
183.95,1.25,1.25,1.25,1.25,-1.26,-1.61,-0.00,-0.00,0.00
185.79,1.11,1.11,1.11,1.11,-1.11,-1.52,-0.00,-0.00,0.00
187.65,0.96,0.96,0.96,0.96,-0.96,-1.42,0.00,0.00,0.00
189.52,0.80,0.80,0.80,0.80,-0.80,-1.31,0.00,0.00,0.00
191.42,0.63,0.63,0.63,0.63,-0.63,-1.18,0.00,0.00,0.00
193.33,0.45,0.45,0.45,0.45,-0.45,-1.05,0.00,0.00,0.00
195.27,0.27,0.27,0.27,0.27,-0.27,-0.90,0.01,0.00,0.00
197.22,0.09,0.09,0.08,0.08,-0.08,-0.74,0.01,0.01,0.00
199.19,-0.11,-0.11,-0.11,-0.11,0.11,-0.57,0.00,0.00,0.00
201.18,-0.30,-0.30,-0.30,-0.30,0.30,-0.38,0.00,-0.00,0.00
203.19,-0.49,-0.49,-0.49,-0.49,0.49,-0.19,-0.00,-0.00,0.00
205.23,-0.68,-0.68,-0.67,-0.67,0.67,0.02,-0.01,-0.01,0.00
207.28,-0.85,-0.85,-0.85,-0.85,0.84,0.23,-0.01,-0.01,0.00
209.35,-1.01,-1.01,-1.01,-1.01,1.00,0.46,-0.00,-0.01,0.00
211.44,-1.16,-1.16,-1.16,-1.16,1.16,0.69,-0.01,-0.01,0.00
213.56,-1.31,-1.31,-1.31,-1.31,1.30,0.92,-0.01,-0.00,0.00
215.69,-1.44,-1.44,-1.44,-1.44,1.44,1.16,-0.00,-0.00,0.00
217.85,-1.56,-1.56,-1.56,-1.56,1.56,1.39,0.01,0.00,0.00
220.03,-1.67,-1.67,-1.67,-1.67,1.68,1.62,0.01,0.01,0.00
222.23,-1.78,-1.78,-1.78,-1.78,1.79,1.84,0.01,0.01,0.00
224.45,-1.89,-1.89,-1.89,-1.89,1.90,2.04,0.01,0.01,0.00
226.70,-1.99,-1.99,-1.99,-1.99,1.99,2.23,0.00,0.00,0.00
228.96,-2.08,-2.08,-2.08,-2.08,2.08,2.39,-0.00,-0.01,0.00
231.25,-2.16,-2.16,-2.16,-2.16,2.15,2.51,-0.01,-0.01,0.00
233.57,-2.22,-2.22,-2.22,-2.22,2.21,2.61,-0.01,-0.01,0.00
235.90,-2.26,-2.26,-2.26,-2.26,2.25,2.66,-0.01,-0.01,0.00
238.26,-2.28,-2.28,-2.28,-2.28,2.28,2.68,0.00,-0.00,0.00
240.64,-2.29,-2.29,-2.29,-2.29,2.30,2.66,0.01,0.01,0.00
243.05,-2.30,-2.30,-2.29,-2.29,2.30,2.61,0.01,0.01,0.00
245.48,-2.28,-2.28,-2.28,-2.28,2.29,2.52,0.01,0.01,0.00
247.93,-2.26,-2.26,-2.26,-2.26,2.27,2.41,0.00,0.01,0.00
250.41,-2.23,-2.23,-2.23,-2.23,2.23,2.27,0.00,0.00,0.00
252.92,-2.18,-2.18,-2.18,-2.18,2.18,2.12,0.00,-0.00,0.00
255.45,-2.12,-2.12,-2.11,-2.11,2.11,1.95,-0.01,-0.00,0.00
258.00,-2.03,-2.03,-2.03,-2.03,2.03,1.77,-0.00,-0.00,0.00
260.58,-1.93,-1.93,-1.93,-1.93,1.92,1.59,-0.01,-0.01,0.00
263.19,-1.80,-1.80,-1.80,-1.80,1.80,1.41,-0.00,-0.01,0.00
265.82,-1.66,-1.66,-1.66,-1.66,1.65,1.23,-0.01,-0.01,0.00
268.48,-1.50,-1.50,-1.50,-1.50,1.49,1.06,-0.01,-0.01,0.00
271.16,-1.32,-1.32,-1.32,-1.32,1.31,0.89,-0.01,-0.01,0.00
273.87,-1.12,-1.12,-1.12,-1.12,1.11,0.74,-0.01,-0.01,0.00
276.61,-0.91,-0.91,-0.90,-0.90,0.90,0.59,-0.01,-0.00,0.00
279.38,-0.68,-0.68,-0.68,-0.68,0.68,0.45,0.00,-0.00,0.00
282.17,-0.45,-0.45,-0.45,-0.45,0.45,0.32,0.00,0.00,0.00
284.99,-0.22,-0.22,-0.22,-0.22,0.22,0.20,0.00,0.00,0.00
287.84,0.00,0.00,0.00,0.00,-0.00,0.10,0.00,0.00,0.00
290.72,0.23,0.23,0.22,0.22,-0.22,0.00,0.00,0.00,0.00
293.63,0.43,0.43,0.43,0.43,-0.43,-0.08,-0.00,-0.00,0.00
296.57,0.63,0.63,0.63,0.63,-0.63,-0.16,-0.00,-0.00,0.00
299.53,0.81,0.81,0.81,0.81,-0.81,-0.22,0.00,0.00,0.00
302.53,0.97,0.97,0.97,0.97,-0.96,-0.27,0.01,0.00,0.00
305.55,1.11,1.11,1.10,1.10,-1.10,-0.31,0.01,0.01,0.00
308.61,1.21,1.21,1.21,1.21,-1.20,-0.33,0.01,0.01,0.00
311.69,1.29,1.29,1.29,1.29,-1.28,-0.35,0.01,0.01,0.00
314.81,1.34,1.34,1.33,1.33,-1.33,-0.36,0.01,0.01,0.00
317.96,1.35,1.35,1.35,1.35,-1.34,-0.36,0.01,0.01,0.00
321.14,1.33,1.33,1.33,1.33,-1.32,-0.34,0.00,0.00,0.00
324.35,1.28,1.28,1.28,1.28,-1.28,-0.32,0.00,0.00,0.00
327.59,1.20,1.20,1.20,1.20,-1.20,-0.28,0.00,0.00,0.00
330.87,1.10,1.10,1.10,1.10,-1.10,-0.23,0.00,-0.00,0.00
334.18,0.97,0.97,0.97,0.97,-0.97,-0.17,-0.00,-0.00,0.00
337.52,0.82,0.82,0.82,0.82,-0.82,-0.10,-0.00,-0.00,0.00
340.90,0.65,0.65,0.65,0.65,-0.65,-0.01,-0.00,-0.00,0.00
344.30,0.46,0.46,0.47,0.47,-0.46,0.08,0.00,0.00,0.00
347.75,0.26,0.26,0.26,0.26,-0.25,0.20,0.00,0.00,0.00
351.23,0.03,0.03,0.03,0.03,-0.03,0.32,0.00,0.00,0.00
354.74,-0.22,-0.22,-0.21,-0.21,0.21,0.47,-0.00,-0.00,0.00
358.28,-0.47,-0.47,-0.47,-0.47,0.47,0.63,-0.00,-0.00,0.00
361.87,-0.74,-0.74,-0.74,-0.74,0.74,0.80,-0.00,-0.00,0.00
365.49,-1.02,-1.02,-1.02,-1.02,1.02,1.00,-0.00,0.00,0.00
369.14,-1.30,-1.30,-1.30,-1.30,1.31,1.21,0.01,0.01,0.00
372.83,-1.59,-1.59,-1.60,-1.60,1.61,1.44,0.02,0.01,0.00
376.56,-1.90,-1.90,-1.90,-1.90,1.91,1.70,0.01,0.01,0.00
380.33,-2.21,-2.21,-2.21,-2.21,2.22,1.97,0.01,0.01,0.00
384.13,-2.53,-2.53,-2.53,-2.53,2.53,2.26,0.00,0.00,0.00
387.97,-2.84,-2.84,-2.84,-2.84,2.84,2.57,-0.00,0.00,0.00
391.85,-3.14,-3.14,-3.14,-3.14,3.15,2.89,0.01,0.00,0.00
395.77,-3.43,-3.43,-3.43,-3.43,3.43,3.21,0.01,0.01,0.00
399.73,-3.69,-3.69,-3.69,-3.69,3.70,3.54,0.01,0.01,0.00
403.72,-3.94,-3.94,-3.94,-3.94,3.94,3.85,-0.00,-0.00,0.00
407.76,-4.16,-4.16,-4.16,-4.16,4.14,4.14,-0.01,-0.01,0.00
411.84,-4.33,-4.33,-4.33,-4.33,4.30,4.40,-0.03,-0.03,0.00
415.96,-4.45,-4.45,-4.45,-4.45,4.41,4.59,-0.04,-0.03,0.00
420.12,-4.51,-4.51,-4.51,-4.51,4.48,4.73,-0.04,-0.04,0.00
424.32,-4.52,-4.52,-4.52,-4.52,4.49,4.78,-0.03,-0.03,0.00
428.56,-4.48,-4.48,-4.47,-4.47,4.46,4.76,-0.02,-0.01,0.00
432.85,-4.37,-4.37,-4.37,-4.37,4.38,4.66,0.01,0.00,0.00
437.18,-4.25,-4.25,-4.25,-4.25,4.26,4.50,0.02,0.01,0.00
441.55,-4.10,-4.10,-4.10,-4.10,4.12,4.29,0.02,0.01,0.00
