frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
95.39,-2.58,-1.94,-2.58,-1.94,1.94,1.91,-0.64,-0.64,-0.64
96.34,-2.62,-1.93,-2.62,-1.93,1.93,1.90,-0.69,-0.69,-0.69
97.30,-2.67,-1.93,-2.67,-1.93,1.93,1.90,-0.74,-0.74,-0.74
98.28,-2.71,-1.92,-2.71,-1.93,1.93,1.90,-0.79,-0.79,-0.79
99.26,-2.76,-1.93,-2.76,-1.92,1.92,1.90,-0.84,-0.84,-0.83
100.25,-2.81,-1.92,-2.81,-1.92,1.92,1.90,-0.88,-0.88,-0.88
101.25,-2.85,-1.92,-2.85,-1.92,1.92,1.90,-0.93,-0.93,-0.93
102.27,-2.90,-1.92,-2.90,-1.92,1.92,1.91,-0.98,-0.98,-0.98
103.29,-2.95,-1.92,-2.95,-1.92,1.92,1.91,-1.02,-1.03,-1.03
104.32,-3.00,-1.93,-3.00,-1.92,1.93,1.91,-1.07,-1.07,-1.07
105.37,-3.05,-1.93,-3.05,-1.93,1.93,1.91,-1.12,-1.12,-1.12
106.42,-3.11,-1.94,-3.11,-1.94,1.93,1.92,-1.17,-1.17,-1.17
107.48,-3.16,-1.94,-3.16,-1.94,1.94,1.92,-1.22,-1.22,-1.22
108.56,-3.22,-1.95,-3.22,-1.95,1.95,1.92,-1.27,-1.27,-1.27
109.64,-3.27,-1.95,-3.27,-1.95,1.95,1.93,-1.32,-1.32,-1.32
110.74,-3.33,-1.96,-3.33,-1.96,1.96,1.93,-1.37,-1.37,-1.37
111.85,-3.39,-1.97,-3.39,-1.97,1.96,1.94,-1.43,-1.43,-1.42
112.97,-3.45,-1.97,-3.45,-1.97,1.97,1.94,-1.48,-1.48,-1.48
114.10,-3.51,-1.98,-3.51,-1.97,1.97,1.95,-1.53,-1.53,-1.53
115.24,-3.57,-1.98,-3.57,-1.98,1.98,1.96,-1.59,-1.59,-1.59
116.39,-3.63,-1.99,-3.63,-1.98,1.98,1.96,-1.64,-1.64,-1.64
117.55,-3.69,-1.99,-3.69,-1.99,1.99,1.97,-1.70,-1.70,-1.70
118.73,-3.75,-2.00,-3.75,-2.00,2.00,1.98,-1.75,-1.75,-1.75
119.92,-3.81,-2.01,-3.81,-2.01,2.01,1.99,-1.80,-1.80,-1.80
121.12,-3.87,-2.02,-3.87,-2.02,2.02,2.00,-1.85,-1.85,-1.85
122.33,-3.93,-2.03,-3.93,-2.03,2.03,2.01,-1.90,-1.90,-1.90
123.55,-3.99,-2.04,-3.99,-2.04,2.04,2.02,-1.95,-1.95,-1.95
124.79,-4.06,-2.06,-4.06,-2.06,2.05,2.03,-2.00,-2.00,-2.00
126.03,-4.12,-2.07,-4.12,-2.07,2.06,2.05,-2.06,-2.06,-2.05
127.29,-4.18,-2.08,-4.18,-2.08,2.08,2.06,-2.11,-2.11,-2.10
128.57,-4.25,-2.08,-4.25,-2.09,2.09,2.07,-2.16,-2.16,-2.16
129.85,-4.31,-2.10,-4.31,-2.10,2.10,2.09,-2.21,-2.21,-2.21
131.15,-4.37,-2.11,-4.37,-2.11,2.12,2.10,-2.26,-2.26,-2.26
132.46,-4.44,-2.13,-4.44,-2.13,2.13,2.12,-2.31,-2.31,-2.31
133.79,-4.50,-2.15,-4.50,-2.15,2.15,2.13,-2.36,-2.36,-2.35
135.12,-4.57,-2.17,-4.57,-2.17,2.17,2.15,-2.40,-2.40,-2.40
136.48,-4.63,-2.19,-4.63,-2.19,2.18,2.17,-2.45,-2.45,-2.44
137.84,-4.70,-2.21,-4.70,-2.20,2.21,2.18,-2.49,-2.49,-2.49
139.22,-4.76,-2.22,-4.76,-2.22,2.23,2.20,-2.53,-2.53,-2.54
140.61,-4.83,-2.24,-4.83,-2.25,2.25,2.22,-2.57,-2.57,-2.58
142.02,-4.89,-2.28,-4.89,-2.27,2.28,2.24,-2.61,-2.61,-2.61
143.44,-4.95,-2.30,-4.95,-2.30,2.30,2.26,-2.65,-2.65,-2.65
144.87,-5.02,-2.33,-5.02,-2.33,2.33,2.28,-2.69,-2.69,-2.69
146.32,-5.08,-2.35,-5.08,-2.35,2.35,2.31,-2.73,-2.73,-2.73
147.78,-5.15,-2.39,-5.15,-2.38,2.38,2.33,-2.77,-2.77,-2.76
149.26,-5.21,-2.41,-5.21,-2.41,2.41,2.35,-2.80,-2.80,-2.80
150.75,-5.27,-2.43,-5.27,-2.43,2.43,2.38,-2.84,-2.84,-2.84
152.26,-5.34,-2.46,-5.34,-2.46,2.46,2.40,-2.88,-2.88,-2.88
153.78,-5.40,-2.48,-5.40,-2.48,2.48,2.43,-2.92,-2.92,-2.92
155.32,-5.47,-2.50,-5.47,-2.50,2.50,2.45,-2.96,-2.96,-2.96
156.88,-5.53,-2.53,-5.53,-2.53,2.53,2.48,-3.00,-3.00,-3.00
158.44,-5.59,-2.55,-5.59,-2.55,2.55,2.51,-3.04,-3.04,-3.04
160.03,-5.65,-2.57,-5.65,-2.57,2.57,2.54,-3.08,-3.08,-3.08
161.63,-5.72,-2.60,-5.72,-2.60,2.60,2.57,-3.12,-3.12,-3.12
163.24,-5.78,-2.62,-5.78,-2.62,2.62,2.60,-3.16,-3.16,-3.16
164.88,-5.84,-2.65,-5.84,-2.65,2.65,2.63,-3.20,-3.20,-3.19
166.53,-5.90,-2.67,-5.90,-2.67,2.67,2.66,-3.23,-3.23,-3.23
168.19,-5.97,-2.70,-5.97,-2.70,2.70,2.69,-3.27,-3.27,-3.27
169.87,-6.03,-2.72,-6.03,-2.72,2.72,2.72,-3.31,-3.31,-3.31
171.57,-6.09,-2.74,-6.09,-2.74,2.74,2.76,-3.35,-3.35,-3.35
173.29,-6.15,-2.77,-6.15,-2.77,2.77,2.79,-3.39,-3.39,-3.38
175.02,-6.21,-2.79,-6.21,-2.79,2.79,2.83,-3.42,-3.42,-3.42
176.77,-6.27,-2.81,-6.27,-2.81,2.81,2.86,-3.46,-3.46,-3.46
178.54,-6.33,-2.83,-6.33,-2.83,2.83,2.90,-3.50,-3.50,-3.50
180.32,-6.39,-2.84,-6.39,-2.85,2.85,2.94,-3.54,-3.54,-3.54
182.13,-6.44,-2.87,-6.44,-2.87,2.87,2.97,-3.57,-3.57,-3.57
183.95,-6.50,-2.89,-6.50,-2.89,2.89,3.01,-3.61,-3.61,-3.61
185.79,-6.55,-2.91,-6.55,-2.91,2.91,3.05,-3.64,-3.64,-3.64
187.65,-6.61,-2.92,-6.61,-2.93,2.93,3.09,-3.68,-3.68,-3.68
189.52,-6.66,-2.95,-6.66,-2.95,2.95,3.13,-3.71,-3.71,-3.71
191.42,-6.72,-2.98,-6.72,-2.98,2.98,3.17,-3.74,-3.74,-3.74
193.33,-6.78,-3.00,-6.78,-3.00,3.00,3.22,-3.77,-3.77,-3.77
195.27,-6.83,-3.03,-6.83,-3.03,3.03,3.26,-3.80,-3.80,-3.80
197.22,-6.89,-3.06,-6.89,-3.06,3.06,3.30,-3.83,-3.83,-3.83
199.19,-6.94,-3.08,-6.94,-3.08,3.09,3.35,-3.86,-3.86,-3.86
201.18,-7.00,-3.11,-7.00,-3.11,3.11,3.39,-3.88,-3.88,-3.88
203.19,-7.05,-3.15,-7.05,-3.15,3.15,3.44,-3.90,-3.90,-3.90
205.23,-7.10,-3.18,-7.10,-3.18,3.18,3.48,-3.92,-3.92,-3.92
207.28,-7.15,-3.22,-7.15,-3.22,3.21,3.53,-3.94,-3.94,-3.93
209.35,-7.20,-3.25,-7.20,-3.25,3.25,3.58,-3.95,-3.95,-3.95
211.44,-7.26,-3.28,-7.25,-3.29,3.29,3.63,-3.96,-3.96,-3.97
213.56,-7.31,-3.33,-7.31,-3.33,3.33,3.67,-3.98,-3.98,-3.98
215.69,-7.36,-3.38,-7.36,-3.38,3.38,3.72,-3.98,-3.99,-3.98
217.85,-7.42,-3.43,-7.42,-3.43,3.43,3.77,-3.99,-3.99,-3.99
220.03,-7.48,-3.48,-7.48,-3.48,3.48,3.82,-4.00,-4.00,-4.00
222.23,-7.54,-3.53,-7.54,-3.53,3.53,3.87,-4.01,-4.01,-4.01
224.45,-7.60,-3.59,-7.60,-3.58,3.58,3.92,-4.01,-4.01,-4.01
226.70,-7.65,-3.64,-7.65,-3.64,3.64,3.97,-4.01,-4.01,-4.01
228.96,-7.71,-3.70,-7.71,-3.70,3.70,4.03,-4.01,-4.01,-4.01
231.25,-7.77,-3.77,-7.77,-3.76,3.76,4.08,-4.01,-4.01,-4.00
233.57,-7.83,-3.83,-7.83,-3.83,3.83,4.13,-4.00,-4.00,-4.00
235.90,-7.89,-3.89,-7.89,-3.89,3.89,4.18,-4.00,-4.00,-4.00
238.26,-7.95,-3.96,-7.95,-3.96,3.96,4.23,-3.99,-3.99,-3.99
240.64,-8.01,-4.03,-8.01,-4.03,4.03,4.29,-3.98,-3.98,-3.98
243.05,-8.08,-4.11,-8.08,-4.11,4.10,4.34,-3.97,-3.97,-3.97
245.48,-8.14,-4.18,-8.14,-4.18,4.18,4.39,-3.96,-3.96,-3.96
247.93,-8.20,-4.25,-8.20,-4.25,4.26,4.45,-3.95,-3.95,-3.95
250.41,-8.27,-4.33,-8.27,-4.33,4.33,4.50,-3.94,-3.94,-3.94
252.92,-8.33,-4.41,-8.33,-4.41,4.41,4.55,-3.92,-3.92,-3.92
255.45,-8.40,-4.50,-8.40,-4.49,4.49,4.61,-3.91,-3.91,-3.90
258.00,-8.46,-4.57,-8.46,-4.57,4.57,4.66,-3.89,-3.89,-3.89
260.58,-8.52,-4.65,-8.52,-4.65,4.65,4.71,-3.87,-3.87,-3.87
263.19,-8.58,-4.73,-8.58,-4.73,4.73,4.76,-3.85,-3.85,-3.85
265.82,-8.64,-4.81,-8.64,-4.81,4.80,4.82,-3.83,-3.83,-3.83
268.48,-8.69,-4.88,-8.69,-4.88,4.88,4.87,-3.81,-3.81,-3.81
271.16,-8.75,-4.95,-8.75,-4.95,4.95,4.92,-3.79,-3.79,-3.79
273.87,-8.80,-5.02,-8.80,-5.02,5.02,4.97,-3.77,-3.77,-3.77
276.61,-8.85,-5.10,-8.85,-5.09,5.09,5.02,-3.75,-3.75,-3.75
279.38,-8.89,-5.16,-8.89,-5.16,5.16,5.07,-3.73,-3.73,-3.73
282.17,-8.94,-5.23,-8.94,-5.23,5.23,5.12,-3.71,-3.71,-3.71
284.99,-8.98,-5.29,-8.98,-5.29,5.29,5.16,-3.69,-3.69,-3.69
287.84,-9.02,-5.35,-9.02,-5.35,5.35,5.21,-3.67,-3.67,-3.67
290.72,-9.06,-5.41,-9.06,-5.41,5.41,5.25,-3.65,-3.65,-3.65
293.63,-9.10,-5.47,-9.10,-5.47,5.47,5.30,-3.63,-3.63,-3.63
296.57,-9.13,-5.52,-9.13,-5.52,5.52,5.34,-3.61,-3.61,-3.61
299.53,-9.16,-5.57,-9.16,-5.57,5.57,5.38,-3.59,-3.59,-3.59
302.53,-9.19,-5.62,-9.19,-5.62,5.62,5.42,-3.56,-3.56,-3.57
305.55,-9.21,-5.67,-9.21,-5.67,5.67,5.46,-3.54,-3.54,-3.54
308.61,-9.24,-5.72,-9.24,-5.72,5.72,5.50,-3.52,-3.52,-3.52
311.69,-9.26,-5.77,-9.26,-5.77,5.77,5.53,-3.49,-3.49,-3.49
314.81,-9.28,-5.82,-9.28,-5.82,5.81,5.57,-3.47,-3.47,-3.46
317.96,-9.30,-5.86,-9.30,-5.86,5.86,5.60,-3.44,-3.44,-3.44
321.14,-9.32,-5.90,-9.32,-5.90,5.90,5.63,-3.42,-3.42,-3.42
324.35,-9.34,-5.93,-9.34,-5.93,5.93,5.66,-3.40,-3.40,-3.40
327.59,-9.35,-5.97,-9.35,-5.97,5.97,5.68,-3.38,-3.38,-3.38
330.87,-9.36,-6.00,-9.36,-6.00,6.00,5.71,-3.36,-3.36,-3.36
334.18,-9.36,-6.02,-9.36,-6.02,6.02,5.73,-3.34,-3.34,-3.34
337.52,-9.37,-6.04,-9.36,-6.04,6.04,5.75,-3.32,-3.32,-3.32
340.90,-9.36,-6.06,-9.36,-6.06,6.06,5.77,-3.30,-3.30,-3.30
344.30,-9.36,-6.08,-9.36,-6.08,6.08,5.78,-3.28,-3.28,-3.28
347.75,-9.35,-6.09,-9.35,-6.09,6.09,5.80,-3.26,-3.26,-3.26
351.23,-9.34,-6.10,-9.34,-6.10,6.10,5.81,-3.24,-3.24,-3.24
354.74,-9.33,-6.11,-9.33,-6.11,6.11,5.81,-3.23,-3.23,-3.22
358.28,-9.32,-6.11,-9.32,-6.11,6.11,5.82,-3.21,-3.21,-3.21
361.87,-9.30,-6.11,-9.30,-6.10,6.10,5.82,-3.20,-3.19,-3.19
365.49,-9.27,-6.10,-9.27,-6.09,6.09,5.82,-3.18,-3.17,-3.17
369.14,-9.24,-6.07,-9.24,-6.08,6.08,5.82,-3.16,-3.16,-3.16
372.83,-9.20,-6.06,-9.20,-6.06,6.06,5.81,-3.14,-3.14,-3.14
376.56,-9.17,-6.04,-9.17,-6.04,6.04,5.81,-3.13,-3.13,-3.13
380.33,-9.14,-6.02,-9.14,-6.02,6.02,5.80,-3.12,-3.11,-3.11
384.13,-9.10,-6.00,-9.10,-5.99,6.00,5.79,-3.10,-3.10,-3.10
387.97,-9.06,-5.96,-9.06,-5.97,5.97,5.77,-3.09,-3.09,-3.09
391.85,-9.01,-5.93,-9.01,-5.94,5.94,5.75,-3.07,-3.08,-3.08
395.77,-8.97,-5.91,-8.97,-5.91,5.91,5.73,-3.06,-3.06,-3.06
399.73,-8.93,-5.88,-8.93,-5.87,5.87,5.71,-3.05,-3.05,-3.05
403.72,-8.88,-5.84,-8.88,-5.84,5.84,5.69,-3.04,-3.04,-3.04
407.76,-8.83,-5.80,-8.83,-5.80,5.80,5.66,-3.03,-3.03,-3.03
411.84,-8.78,-5.75,-8.78,-5.76,5.75,5.63,-3.02,-3.02,-3.02
415.96,-8.72,-5.71,-8.72,-5.71,5.71,5.60,-3.01,-3.01,-3.01
420.12,-8.66,-5.66,-8.66,-5.66,5.66,5.57,-3.01,-3.01,-3.00
