frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
110.74,-1.26,0.99,-1.26,1.00,-0.99,-1.04,-2.25,-2.25,-2.25
111.85,-1.29,0.99,-1.29,0.99,-0.99,-1.05,-2.28,-2.28,-2.28
112.97,-1.32,0.99,-1.32,0.99,-0.99,-1.05,-2.31,-2.31,-2.31
114.10,-1.35,0.98,-1.35,0.99,-1.00,-1.06,-2.35,-2.35,-2.33
115.24,-1.38,0.99,-1.38,0.99,-1.00,-1.07,-2.38,-2.38,-2.37
116.39,-1.41,1.01,-1.41,1.00,-1.01,-1.08,-2.42,-2.42,-2.42
117.55,-1.44,1.02,-1.44,1.02,-1.02,-1.08,-2.46,-2.46,-2.46
118.73,-1.47,1.03,-1.47,1.03,-1.03,-1.09,-2.50,-2.50,-2.50
119.92,-1.50,1.05,-1.50,1.04,-1.04,-1.10,-2.54,-2.54,-2.55
121.12,-1.53,1.05,-1.53,1.06,-1.05,-1.11,-2.59,-2.59,-2.58
122.33,-1.56,1.07,-1.56,1.07,-1.07,-1.11,-2.63,-2.63,-2.63
123.55,-1.59,1.08,-1.59,1.08,-1.08,-1.12,-2.68,-2.68,-2.67
124.79,-1.62,1.09,-1.62,1.09,-1.10,-1.13,-2.72,-2.72,-2.71
126.03,-1.65,1.11,-1.65,1.11,-1.11,-1.14,-2.76,-2.76,-2.76
127.29,-1.68,1.13,-1.68,1.13,-1.12,-1.14,-2.80,-2.80,-2.81
128.57,-1.71,1.14,-1.71,1.14,-1.13,-1.15,-2.85,-2.85,-2.85
129.85,-1.74,1.15,-1.74,1.15,-1.14,-1.16,-2.89,-2.89,-2.89
131.15,-1.77,1.15,-1.77,1.15,-1.15,-1.16,-2.92,-2.92,-2.92
132.46,-1.80,1.16,-1.80,1.16,-1.16,-1.17,-2.96,-2.96,-2.96
133.79,-1.83,1.16,-1.83,1.16,-1.16,-1.17,-2.99,-2.99,-2.99
135.12,-1.86,1.16,-1.86,1.16,-1.16,-1.18,-3.02,-3.02,-3.02
136.48,-1.89,1.16,-1.89,1.16,-1.16,-1.18,-3.05,-3.05,-3.05
137.84,-1.92,1.16,-1.92,1.16,-1.16,-1.19,-3.08,-3.08,-3.08
139.22,-1.95,1.15,-1.95,1.15,-1.16,-1.19,-3.11,-3.11,-3.10
140.61,-1.98,1.15,-1.98,1.15,-1.16,-1.19,-3.13,-3.13,-3.13
142.02,-2.01,1.15,-2.01,1.15,-1.16,-1.20,-3.16,-3.16,-3.16
143.44,-2.04,1.15,-2.04,1.15,-1.16,-1.20,-3.19,-3.19,-3.19
144.87,-2.07,1.16,-2.07,1.16,-1.16,-1.20,-3.22,-3.22,-3.22
146.32,-2.09,1.16,-2.09,1.16,-1.16,-1.20,-3.25,-3.25,-3.25
147.78,-2.12,1.16,-2.12,1.16,-1.16,-1.20,-3.28,-3.28,-3.28
149.26,-2.15,1.16,-2.15,1.16,-1.15,-1.20,-3.31,-3.31,-3.31
150.75,-2.18,1.16,-2.18,1.16,-1.15,-1.20,-3.33,-3.33,-3.34
152.26,-2.21,1.14,-2.21,1.15,-1.14,-1.20,-3.35,-3.35,-3.35
153.78,-2.24,1.13,-2.24,1.13,-1.13,-1.20,-3.37,-3.37,-3.37
155.32,-2.27,1.11,-2.27,1.12,-1.12,-1.20,-3.38,-3.38,-3.38
156.88,-2.30,1.11,-2.30,1.10,-1.10,-1.19,-3.40,-3.40,-3.40
158.44,-2.32,1.09,-2.32,1.09,-1.09,-1.19,-3.41,-3.41,-3.41
160.03,-2.35,1.07,-2.35,1.07,-1.08,-1.18,-3.43,-3.43,-3.42
161.63,-2.38,1.06,-2.38,1.06,-1.07,-1.18,-3.45,-3.45,-3.44
163.24,-2.41,1.05,-2.41,1.06,-1.06,-1.17,-3.47,-3.47,-3.46
164.88,-2.43,1.06,-2.43,1.06,-1.06,-1.16,-3.49,-3.49,-3.49
166.53,-2.46,1.06,-2.46,1.06,-1.06,-1.16,-3.52,-3.52,-3.52
168.19,-2.49,1.06,-2.49,1.06,-1.06,-1.15,-3.55,-3.55,-3.55
169.87,-2.51,1.07,-2.51,1.06,-1.06,-1.14,-3.57,-3.57,-3.58
171.57,-2.54,1.06,-2.54,1.06,-1.06,-1.13,-3.60,-3.60,-3.60
173.29,-2.57,1.06,-2.57,1.07,-1.07,-1.12,-3.63,-3.63,-3.63
175.02,-2.59,1.07,-2.59,1.07,-1.07,-1.10,-3.66,-3.66,-3.66
176.77,-2.62,1.07,-2.62,1.07,-1.07,-1.09,-3.69,-3.69,-3.69
178.54,-2.64,1.08,-2.64,1.08,-1.08,-1.08,-3.72,-3.72,-3.72
180.32,-2.67,1.08,-2.67,1.08,-1.08,-1.06,-3.75,-3.75,-3.75
182.13,-2.70,1.09,-2.70,1.08,-1.09,-1.05,-3.78,-3.78,-3.78
183.95,-2.72,1.08,-2.72,1.09,-1.09,-1.03,-3.81,-3.81,-3.80
185.79,-2.74,1.10,-2.75,1.09,-1.09,-1.02,-3.83,-3.83,-3.84
187.65,-2.77,1.09,-2.77,1.09,-1.08,-1.00,-3.85,-3.85,-3.86
189.52,-2.79,1.08,-2.79,1.08,-1.08,-0.98,-3.87,-3.87,-3.87
191.42,-2.82,1.06,-2.82,1.07,-1.07,-0.96,-3.89,-3.89,-3.88
193.33,-2.84,1.06,-2.84,1.06,-1.06,-0.94,-3.90,-3.90,-3.90
195.27,-2.87,1.04,-2.87,1.05,-1.05,-0.92,-3.91,-3.91,-3.91
197.22,-2.89,1.03,-2.89,1.03,-1.03,-0.90,-3.92,-3.92,-3.92
199.19,-2.92,1.02,-2.92,1.01,-1.01,-0.88,-3.93,-3.93,-3.94
201.18,-2.95,0.99,-2.95,0.99,-0.99,-0.86,-3.94,-3.94,-3.94
203.19,-2.98,0.96,-2.98,0.96,-0.96,-0.83,-3.94,-3.94,-3.94
205.23,-3.01,0.93,-3.01,0.94,-0.94,-0.81,-3.94,-3.94,-3.94
207.28,-3.03,0.91,-3.03,0.91,-0.91,-0.79,-3.94,-3.94,-3.94
209.35,-3.06,0.88,-3.06,0.88,-0.88,-0.76,-3.94,-3.94,-3.94
211.44,-3.09,0.85,-3.09,0.85,-0.85,-0.74,-3.94,-3.94,-3.94
213.56,-3.11,0.83,-3.11,0.83,-0.83,-0.71,-3.94,-3.94,-3.94
215.69,-3.14,0.80,-3.14,0.80,-0.80,-0.69,-3.94,-3.94,-3.94
217.85,-3.17,0.77,-3.17,0.77,-0.77,-0.66,-3.94,-3.94,-3.94
220.03,-3.20,0.75,-3.19,0.75,-0.75,-0.64,-3.94,-3.94,-3.94
222.23,-3.22,0.72,-3.22,0.72,-0.72,-0.61,-3.94,-3.94,-3.94
224.45,-3.24,0.70,-3.25,0.70,-0.70,-0.58,-3.94,-3.94,-3.94
226.70,-3.27,0.67,-3.27,0.67,-0.67,-0.56,-3.94,-3.94,-3.94
228.96,-3.30,0.64,-3.30,0.64,-0.64,-0.53,-3.94,-3.94,-3.94
231.25,-3.32,0.62,-3.32,0.62,-0.62,-0.50,-3.94,-3.94,-3.94
233.57,-3.35,0.59,-3.35,0.59,-0.59,-0.47,-3.94,-3.94,-3.94
235.90,-3.38,0.57,-3.38,0.57,-0.57,-0.45,-3.95,-3.95,-3.94
238.26,-3.40,0.54,-3.40,0.54,-0.54,-0.42,-3.95,-3.95,-3.94
240.64,-3.42,0.52,-3.42,0.52,-0.52,-0.39,-3.94,-3.94,-3.94
243.05,-3.45,0.49,-3.45,0.50,-0.49,-0.36,-3.94,-3.94,-3.94
245.48,-3.47,0.47,-3.47,0.47,-0.46,-0.33,-3.94,-3.94,-3.94
247.93,-3.50,0.44,-3.50,0.44,-0.43,-0.31,-3.93,-3.93,-3.94
250.41,-3.52,0.40,-3.52,0.40,-0.40,-0.28,-3.92,-3.92,-3.92
252.92,-3.55,0.36,-3.55,0.36,-0.37,-0.25,-3.91,-3.91,-3.91
255.45,-3.57,0.32,-3.57,0.32,-0.33,-0.22,-3.90,-3.90,-3.89
258.00,-3.60,0.28,-3.60,0.28,-0.28,-0.19,-3.88,-3.88,-3.88
260.58,-3.63,0.24,-3.63,0.24,-0.24,-0.17,-3.86,-3.86,-3.86
263.19,-3.66,0.20,-3.65,0.19,-0.19,-0.14,-3.85,-3.84,-3.85
265.82,-3.68,0.15,-3.68,0.14,-0.14,-0.11,-3.82,-3.82,-3.83
268.48,-3.71,0.09,-3.71,0.09,-0.09,-0.08,-3.80,-3.80,-3.80
271.16,-3.74,0.03,-3.74,0.03,-0.04,-0.05,-3.77,-3.77,-3.77
273.87,-3.76,-0.02,-3.76,-0.02,0.02,-0.03,-3.74,-3.74,-3.74
276.61,-3.79,-0.07,-3.79,-0.07,0.07,-0.00,-3.72,-3.72,-3.71
279.38,-3.81,-0.12,-3.81,-0.12,0.12,0.03,-3.69,-3.69,-3.69
282.17,-3.83,-0.17,-3.83,-0.17,0.17,0.05,-3.67,-3.67,-3.66
284.99,-3.86,-0.22,-3.86,-0.22,0.21,0.08,-3.65,-3.65,-3.64
287.84,-3.88,-0.26,-3.88,-0.26,0.25,0.11,-3.63,-3.63,-3.62
290.72,-3.90,-0.29,-3.90,-0.29,0.29,0.13,-3.61,-3.61,-3.61
293.63,-3.92,-0.32,-3.92,-0.32,0.32,0.16,-3.59,-3.59,-3.59
296.57,-3.93,-0.35,-3.93,-0.35,0.35,0.18,-3.58,-3.58,-3.58
299.53,-3.94,-0.38,-3.94,-0.38,0.38,0.21,-3.56,-3.56,-3.56
302.53,-3.95,-0.40,-3.95,-0.40,0.40,0.23,-3.55,-3.55,-3.55
305.55,-3.96,-0.43,-3.96,-0.43,0.43,0.26,-3.54,-3.54,-3.53
308.61,-3.97,-0.45,-3.97,-0.45,0.45,0.28,-3.52,-3.52,-3.52
311.69,-3.98,-0.47,-3.98,-0.47,0.47,0.31,-3.51,-3.51,-3.51
314.81,-3.98,-0.48,-3.98,-0.49,0.49,0.33,-3.49,-3.49,-3.50
317.96,-3.99,-0.51,-3.99,-0.51,0.51,0.35,-3.48,-3.48,-3.48
321.14,-3.99,-0.53,-3.99,-0.53,0.53,0.38,-3.47,-3.47,-3.46
324.35,-3.99,-0.54,-3.99,-0.55,0.54,0.40,-3.45,-3.45,-3.45
327.59,-4.00,-0.56,-4.00,-0.56,0.56,0.42,-3.44,-3.44,-3.43
330.87,-4.00,-0.58,-4.00,-0.58,0.57,0.45,-3.42,-3.42,-3.42
334.18,-4.00,-0.59,-4.00,-0.59,0.59,0.47,-3.41,-3.41,-3.41
337.52,-4.00,-0.61,-4.00,-0.60,0.60,0.49,-3.39,-3.40,-3.39
340.90,-4.00,-0.62,-4.00,-0.62,0.62,0.51,-3.38,-3.38,-3.38
344.30,-4.00,-0.63,-4.00,-0.63,0.63,0.53,-3.36,-3.36,-3.36
347.75,-4.00,-0.64,-4.00,-0.65,0.65,0.55,-3.34,-3.34,-3.35
351.23,-4.00,-0.66,-4.00,-0.67,0.67,0.57,-3.32,-3.32,-3.33
354.74,-4.00,-0.69,-4.00,-0.69,0.70,0.59,-3.30,-3.30,-3.30
358.28,-4.00,-0.73,-4.00,-0.72,0.72,0.61,-3.27,-3.27,-3.27
361.87,-4.00,-0.75,-4.00,-0.75,0.75,0.63,-3.25,-3.25,-3.25
365.49,-4.00,-0.77,-4.00,-0.78,0.77,0.65,-3.22,-3.22,-3.22
369.14,-3.99,-0.80,-3.99,-0.80,0.79,0.67,-3.20,-3.20,-3.19
372.83,-3.98,-0.82,-3.98,-0.82,0.81,0.69,-3.17,-3.17,-3.16
376.56,-3.97,-0.83,-3.97,-0.83,0.83,0.70,-3.15,-3.15,-3.14
380.33,-3.96,-0.84,-3.96,-0.84,0.84,0.72,-3.13,-3.13,-3.12
384.13,-3.95,-0.84,-3.95,-0.84,0.84,0.74,-3.11,-3.11,-3.11
387.97,-3.94,-0.84,-3.94,-0.84,0.85,0.76,-3.09,-3.09,-3.10
391.85,-3.93,-0.85,-3.93,-0.85,0.85,0.77,-3.08,-3.08,-3.08
395.77,-3.92,-0.85,-3.92,-0.85,0.86,0.79,-3.07,-3.07,-3.07
