frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
40.14,-0.84,-2.62,-0.84,-2.62,2.62,2.64,1.78,1.78,1.78
40.54,-0.78,-2.55,-0.78,-2.55,2.55,2.56,1.77,1.77,1.77
40.94,-0.72,-2.48,-0.72,-2.48,2.49,2.49,1.76,1.76,1.76
41.35,-0.67,-2.41,-0.67,-2.41,2.42,2.41,1.75,1.75,1.75
41.76,-0.61,-2.34,-0.61,-2.34,2.35,2.34,1.74,1.74,1.74
42.18,-0.55,-2.28,-0.55,-2.28,2.27,2.26,1.73,1.73,1.73
42.60,-0.49,-2.20,-0.49,-2.20,2.20,2.18,1.72,1.72,1.72
43.03,-0.42,-2.13,-0.42,-2.13,2.13,2.10,1.70,1.70,1.71
43.46,-0.36,-2.05,-0.36,-2.05,2.05,2.02,1.69,1.69,1.69
43.90,-0.30,-1.97,-0.30,-1.97,1.97,1.95,1.67,1.67,1.67
44.33,-0.24,-1.89,-0.24,-1.89,1.89,1.87,1.65,1.65,1.65
44.78,-0.18,-1.81,-0.18,-1.81,1.81,1.79,1.63,1.63,1.63
45.23,-0.12,-1.73,-0.12,-1.73,1.73,1.70,1.62,1.62,1.61
45.68,-0.05,-1.65,-0.05,-1.65,1.65,1.62,1.60,1.60,1.60
46.13,0.01,-1.57,0.01,-1.57,1.57,1.54,1.58,1.58,1.58
46.60,0.07,-1.50,0.07,-1.49,1.49,1.46,1.57,1.57,1.57
47.06,0.13,-1.41,0.13,-1.42,1.41,1.38,1.55,1.55,1.55
47.53,0.20,-1.33,0.20,-1.34,1.33,1.29,1.53,1.53,1.53
48.01,0.26,-1.26,0.26,-1.25,1.25,1.21,1.51,1.51,1.52
48.49,0.33,-1.16,0.33,-1.16,1.16,1.12,1.48,1.48,1.49
48.97,0.39,-1.07,0.39,-1.07,1.07,1.04,1.46,1.46,1.46
49.46,0.45,-0.98,0.45,-0.97,0.98,0.95,1.43,1.43,1.43
49.96,0.52,-0.88,0.52,-0.88,0.89,0.87,1.41,1.41,1.40
50.46,0.58,-0.80,0.58,-0.79,0.80,0.78,1.38,1.38,1.38
50.96,0.65,-0.71,0.65,-0.71,0.71,0.70,1.36,1.36,1.36
51.47,0.71,-0.62,0.71,-0.62,0.62,0.61,1.33,1.33,1.33
51.99,0.78,-0.53,0.78,-0.53,0.53,0.52,1.31,1.31,1.31
52.51,0.84,-0.44,0.84,-0.44,0.44,0.43,1.29,1.29,1.29
53.03,0.91,-0.36,0.91,-0.36,0.35,0.34,1.26,1.26,1.27
53.56,0.98,-0.26,0.98,-0.27,0.26,0.25,1.24,1.24,1.24
54.10,1.04,-0.18,1.04,-0.18,0.17,0.16,1.22,1.22,1.22
54.64,1.11,-0.08,1.11,-0.08,0.08,0.07,1.19,1.19,1.19
55.18,1.17,0.01,1.17,0.01,-0.01,-0.02,1.17,1.17,1.17
55.74,1.24,0.10,1.24,0.10,-0.10,-0.11,1.14,1.14,1.14
56.29,1.31,0.19,1.31,0.19,-0.19,-0.20,1.12,1.12,1.12
56.86,1.37,0.27,1.37,0.28,-0.28,-0.29,1.10,1.10,1.10
57.42,1.44,0.37,1.44,0.37,-0.37,-0.38,1.07,1.07,1.07
58.00,1.51,0.46,1.51,0.46,-0.45,-0.47,1.05,1.05,1.05
58.58,1.57,0.54,1.57,0.54,-0.54,-0.57,1.03,1.03,1.03
59.16,1.64,0.63,1.64,0.63,-0.64,-0.66,1.01,1.01,1.01
59.76,1.71,0.72,1.71,0.72,-0.73,-0.75,0.98,0.98,0.99
60.35,1.77,0.82,1.77,0.82,-0.82,-0.85,0.95,0.95,0.96
60.96,1.84,0.91,1.84,0.92,-0.92,-0.94,0.92,0.92,0.93
61.57,1.91,1.02,1.91,1.02,-1.01,-1.03,0.89,0.89,0.89
62.18,1.98,1.12,1.98,1.12,-1.11,-1.13,0.86,0.86,0.86
62.80,2.04,1.21,2.04,1.22,-1.21,-1.22,0.83,0.83,0.83
63.43,2.11,1.31,2.11,1.31,-1.31,-1.32,0.80,0.80,0.80
64.07,2.18,1.41,2.18,1.40,-1.40,-1.41,0.77,0.77,0.77
64.71,2.24,1.50,2.24,1.50,-1.50,-1.51,0.74,0.74,0.75
65.35,2.31,1.59,2.31,1.59,-1.60,-1.61,0.72,0.72,0.72
66.01,2.38,1.69,2.38,1.69,-1.69,-1.70,0.69,0.69,0.69
66.67,2.44,1.79,2.44,1.79,-1.79,-1.80,0.66,0.66,0.66
67.33,2.51,1.88,2.51,1.88,-1.88,-1.90,0.63,0.63,0.63
68.01,2.58,1.98,2.58,1.98,-1.98,-1.99,0.60,0.60,0.60
68.69,2.64,2.08,2.64,2.08,-2.07,-2.09,0.57,0.57,0.57
69.37,2.71,2.17,2.71,2.17,-2.17,-2.19,0.54,0.54,0.54
70.07,2.78,2.27,2.78,2.27,-2.27,-2.28,0.51,0.51,0.51
70.77,2.84,2.36,2.84,2.36,-2.37,-2.38,0.48,0.48,0.48
71.48,2.91,2.46,2.91,2.46,-2.46,-2.48,0.44,0.44,0.45
72.19,2.97,2.56,2.97,2.56,-2.56,-2.57,0.41,0.41,0.41
72.91,3.04,2.66,3.04,2.66,-2.66,-2.67,0.38,0.38,0.38
73.64,3.10,2.76,3.10,2.76,-2.76,-2.77,0.34,0.34,0.34
74.38,3.17,2.86,3.17,2.86,-2.86,-2.87,0.31,0.31,0.31
75.12,3.23,2.96,3.23,2.96,-2.96,-2.96,0.27,0.27,0.27
75.87,3.30,3.06,3.30,3.06,-3.06,-3.06,0.24,0.24,0.24
76.63,3.36,3.15,3.36,3.15,-3.15,-3.16,0.21,0.21,0.21
77.40,3.42,3.24,3.42,3.25,-3.25,-3.26,0.17,0.17,0.18
78.17,3.48,3.35,3.48,3.34,-3.34,-3.35,0.14,0.14,0.14
78.95,3.55,3.44,3.55,3.44,-3.44,-3.45,0.11,0.11,0.11
79.74,3.61,3.53,3.61,3.53,-3.53,-3.55,0.08,0.08,0.08
80.54,3.67,3.63,3.67,3.63,-3.63,-3.64,0.04,0.04,0.04
81.35,3.73,3.72,3.73,3.72,-3.72,-3.74,0.01,0.01,0.01
82.16,3.79,3.82,3.79,3.82,-3.82,-3.83,-0.03,-0.03,-0.03
82.98,3.85,3.91,3.85,3.92,-3.92,-3.93,-0.06,-0.06,-0.06
83.81,3.91,4.01,3.91,4.01,-4.01,-4.03,-0.10,-0.10,-0.10
84.65,3.97,4.11,3.97,4.11,-4.10,-4.12,-0.14,-0.14,-0.14
85.50,4.03,4.20,4.03,4.20,-4.20,-4.21,-0.17,-0.17,-0.17
86.35,4.08,4.29,4.08,4.29,-4.30,-4.31,-0.21,-0.21,-0.21
87.22,4.14,4.39,4.14,4.39,-4.39,-4.40,-0.25,-0.25,-0.25
88.09,4.19,4.49,4.19,4.49,-4.49,-4.49,-0.29,-0.29,-0.29
88.97,4.25,4.58,4.25,4.58,-4.58,-4.59,-0.33,-0.33,-0.33
89.86,4.30,4.67,4.30,4.68,-4.68,-4.68,-0.37,-0.37,-0.37
90.76,4.36,4.78,4.36,4.78,-4.77,-4.77,-0.42,-0.42,-0.42
91.66,4.41,4.87,4.41,4.87,-4.87,-4.86,-0.46,-0.46,-0.46
92.58,4.46,4.97,4.46,4.97,-4.97,-4.95,-0.51,-0.51,-0.51
93.51,4.51,5.06,4.51,5.06,-5.06,-5.04,-0.55,-0.55,-0.55
94.44,4.56,5.15,4.56,5.15,-5.16,-5.13,-0.60,-0.60,-0.59
95.39,4.61,5.25,4.61,5.25,-5.25,-5.21,-0.64,-0.64,-0.64
96.34,4.66,5.35,4.65,5.35,-5.35,-5.30,-0.69,-0.69,-0.69
97.30,4.70,5.44,4.70,5.44,-5.44,-5.38,-0.74,-0.74,-0.74
98.28,4.75,5.54,4.75,5.53,-5.53,-5.47,-0.79,-0.79,-0.79
99.26,4.79,5.62,4.79,5.62,-5.63,-5.55,-0.84,-0.84,-0.83
100.25,4.83,5.71,4.83,5.71,-5.72,-5.63,-0.89,-0.88,-0.88
101.25,4.87,5.80,4.87,5.80,-5.80,-5.71,-0.93,-0.93,-0.93
102.27,4.91,5.89,4.91,5.89,-5.89,-5.79,-0.98,-0.97,-0.98
103.29,4.95,5.98,4.94,5.97,-5.97,-5.87,-1.02,-1.02,-1.03
104.32,4.97,6.04,4.97,6.05,-6.04,-5.95,-1.07,-1.07,-1.07
105.37,4.99,6.11,4.99,6.12,-6.12,-6.02,-1.12,-1.12,-1.12
106.42,5.01,6.18,5.01,6.18,-6.18,-6.09,-1.17,-1.17,-1.17
107.48,5.03,6.25,5.03,6.25,-6.25,-6.16,-1.22,-1.22,-1.22
108.56,5.04,6.31,5.04,6.31,-6.31,-6.23,-1.27,-1.27,-1.27
109.64,5.05,6.38,5.05,6.37,-6.38,-6.30,-1.32,-1.32,-1.32
110.74,5.06,6.44,5.06,6.44,-6.44,-6.37,-1.37,-1.37,-1.37
111.85,5.07,6.49,5.07,6.50,-6.50,-6.43,-1.43,-1.43,-1.42
112.97,5.08,6.56,5.08,6.56,-6.56,-6.50,-1.48,-1.48,-1.48
114.10,5.08,6.62,5.08,6.62,-6.62,-6.56,-1.53,-1.53,-1.53
115.24,5.09,6.68,5.09,6.68,-6.68,-6.62,-1.59,-1.59,-1.59
116.39,5.09,6.73,5.09,6.73,-6.73,-6.67,-1.64,-1.64,-1.64
117.55,5.09,6.79,5.09,6.79,-6.78,-6.73,-1.70,-1.70,-1.70
118.73,5.08,6.83,5.08,6.83,-6.83,-6.78,-1.75,-1.75,-1.75
119.92,5.08,6.88,5.08,6.88,-6.88,-6.83,-1.80,-1.80,-1.80
121.12,5.07,6.92,5.07,6.92,-6.92,-6.88,-1.85,-1.85,-1.85
122.33,5.06,6.96,5.06,6.96,-6.96,-6.93,-1.90,-1.90,-1.90
123.55,5.05,7.00,5.05,7.00,-7.00,-6.97,-1.95,-1.95,-1.95
124.79,5.03,7.04,5.03,7.03,-7.04,-7.01,-2.00,-2.00,-2.00
126.03,5.02,7.07,5.02,7.07,-7.07,-7.05,-2.06,-2.06,-2.05
127.29,5.00,7.10,5.00,7.11,-7.11,-7.09,-2.11,-2.11,-2.10
128.57,4.98,7.14,4.98,7.14,-7.14,-7.12,-2.16,-2.16,-2.16
129.85,4.96,7.17,4.96,7.17,-7.17,-7.15,-2.21,-2.21,-2.21
131.15,4.94,7.20,4.94,7.20,-7.20,-7.18,-2.26,-2.26,-2.26
132.46,4.91,7.22,4.91,7.22,-7.22,-7.21,-2.31,-2.31,-2.31
133.79,4.89,7.24,4.89,7.24,-7.24,-7.24,-2.36,-2.36,-2.35
135.12,4.86,7.26,4.86,7.26,-7.26,-7.26,-2.40,-2.40,-2.40
136.48,4.83,7.27,4.83,7.27,-7.28,-7.28,-2.45,-2.45,-2.44
137.84,4.80,7.29,4.80,7.29,-7.29,-7.30,-2.49,-2.49,-2.49
139.22,4.76,7.30,4.76,7.30,-7.30,-7.31,-2.53,-2.53,-2.54
140.61,4.73,7.31,4.73,7.30,-7.30,-7.33,-2.57,-2.57,-2.58
142.02,4.69,7.30,4.69,7.30,-7.30,-7.34,-2.61,-2.61,-2.61
143.44,4.65,7.30,4.65,7.30,-7.30,-7.35,-2.65,-2.65,-2.65
144.87,4.61,7.30,4.61,7.30,-7.30,-7.35,-2.69,-2.69,-2.69
146.32,4.56,7.30,4.56,7.29,-7.29,-7.36,-2.73,-2.73,-2.73
147.78,4.52,7.28,4.52,7.29,-7.29,-7.36,-2.77,-2.77,-2.76
149.26,4.48,7.28,4.48,7.28,-7.28,-7.36,-2.80,-2.80,-2.80
150.75,4.43,7.28,4.43,7.27,-7.28,-7.36,-2.84,-2.84,-2.84
152.26,4.39,7.27,4.39,7.27,-7.27,-7.36,-2.88,-2.88,-2.88
153.78,4.34,7.26,4.34,7.26,-7.26,-7.35,-2.92,-2.92,-2.92
155.32,4.29,7.26,4.29,7.26,-7.26,-7.35,-2.96,-2.96,-2.96
156.88,4.25,7.25,4.25,7.25,-7.25,-7.34,-3.00,-3.00,-3.00
158.44,4.20,7.24,4.20,7.24,-7.24,-7.33,-3.04,-3.04,-3.04
160.03,4.15,7.23,4.15,7.23,-7.23,-7.32,-3.08,-3.08,-3.08
161.63,4.10,7.22,4.10,7.22,-7.22,-7.31,-3.12,-3.12,-3.12
163.24,4.05,7.21,4.05,7.20,-7.20,-7.29,-3.16,-3.16,-3.16
164.88,3.99,7.19,3.99,7.19,-7.19,-7.28,-3.20,-3.20,-3.19
166.53,3.94,7.17,3.94,7.17,-7.18,-7.26,-3.23,-3.23,-3.23
168.19,3.89,7.16,3.89,7.16,-7.16,-7.24,-3.27,-3.27,-3.27
169.87,3.84,7.15,3.84,7.15,-7.15,-7.22,-3.31,-3.31,-3.31
171.57,3.79,7.14,3.79,7.14,-7.13,-7.20,-3.35,-3.35,-3.35
173.29,3.74,7.12,3.74,7.12,-7.12,-7.18,-3.39,-3.39,-3.38
175.02,3.69,7.11,3.69,7.11,-7.11,-7.16,-3.42,-3.42,-3.42
176.77,3.64,7.10,3.64,7.10,-7.10,-7.14,-3.46,-3.46,-3.46
178.54,3.58,7.09,3.59,7.09,-7.09,-7.11,-3.50,-3.50,-3.50
180.32,3.54,7.08,3.54,7.07,-7.07,-7.09,-3.54,-3.54,-3.54
182.13,3.49,7.06,3.49,7.06,-7.06,-7.06,-3.57,-3.57,-3.57
183.95,3.44,7.05,3.44,7.05,-7.05,-7.04,-3.61,-3.61,-3.61
185.79,3.39,7.03,3.39,7.04,-7.04,-7.01,-3.65,-3.65,-3.64
187.65,3.34,7.03,3.34,7.02,-7.02,-6.99,-3.68,-3.68,-3.68
189.52,3.30,7.01,3.30,7.01,-7.01,-6.96,-3.71,-3.71,-3.71
191.42,3.25,6.99,3.25,6.99,-6.99,-6.93,-3.74,-3.74,-3.74
193.33,3.20,6.97,3.20,6.97,-6.97,-6.90,-3.77,-3.77,-3.77
195.27,3.15,6.95,3.15,6.95,-6.95,-6.87,-3.80,-3.80,-3.80
197.22,3.10,6.93,3.10,6.93,-6.92,-6.84,-3.83,-3.83,-3.83
199.19,3.04,6.90,3.04,6.90,-6.90,-6.81,-3.85,-3.85,-3.86
201.18,2.99,6.87,2.99,6.87,-6.86,-6.78,-3.88,-3.88,-3.88
203.19,2.93,6.83,2.93,6.83,-6.83,-6.75,-3.90,-3.90,-3.90
205.23,2.87,6.79,2.87,6.79,-6.79,-6.72,-3.92,-3.92,-3.92
207.28,2.82,6.75,2.82,6.75,-6.76,-6.69,-3.94,-3.94,-3.93
209.35,2.76,6.71,2.76,6.72,-6.72,-6.65,-3.95,-3.95,-3.95
211.44,2.71,6.68,2.71,6.67,-6.67,-6.62,-3.97,-3.97,-3.97
213.56,2.65,6.63,2.65,6.63,-6.63,-6.58,-3.98,-3.98,-3.98
215.69,2.60,6.58,2.60,6.59,-6.59,-6.54,-3.99,-3.99,-3.98
217.85,2.55,6.54,2.55,6.54,-6.54,-6.50,-3.99,-3.99,-3.99
220.03,2.49,6.49,2.49,6.49,-6.49,-6.46,-4.00,-4.00,-4.00
222.23,2.44,6.45,2.44,6.45,-6.44,-6.42,-4.01,-4.01,-4.01
224.45,2.38,6.39,2.38,6.40,-6.39,-6.37,-4.01,-4.01,-4.01
226.70,2.33,6.34,2.33,6.34,-6.34,-6.32,-4.01,-4.01,-4.01
228.96,2.27,6.28,2.27,6.28,-6.28,-6.27,-4.01,-4.01,-4.01
231.25,2.21,6.21,2.21,6.22,-6.22,-6.22,-4.01,-4.01,-4.00
233.57,2.15,6.15,2.15,6.15,-6.16,-6.16,-4.00,-4.00,-4.00
235.90,2.09,6.09,2.09,6.09,-6.09,-6.10,-4.00,-4.00,-4.00
238.26,2.03,6.02,2.03,6.02,-6.02,-6.04,-3.99,-3.99,-3.99
240.64,1.97,5.95,1.97,5.95,-5.95,-5.97,-3.98,-3.98,-3.98
243.05,1.91,5.88,1.91,5.88,-5.88,-5.90,-3.97,-3.97,-3.97
245.48,1.85,5.81,1.85,5.81,-5.81,-5.83,-3.96,-3.96,-3.96
247.93,1.78,5.73,1.78,5.73,-5.73,-5.75,-3.95,-3.95,-3.95
250.41,1.71,5.65,1.71,5.65,-5.65,-5.68,-3.93,-3.93,-3.94
252.92,1.64,5.56,1.64,5.56,-5.56,-5.60,-3.92,-3.92,-3.92
255.45,1.57,5.47,1.57,5.47,-5.47,-5.51,-3.91,-3.91,-3.90
258.00,1.49,5.38,1.49,5.38,-5.38,-5.43,-3.89,-3.89,-3.89
260.58,1.42,5.29,1.42,5.29,-5.29,-5.34,-3.87,-3.87,-3.87
263.19,1.34,5.20,1.35,5.20,-5.20,-5.25,-3.85,-3.85,-3.85
265.82,1.27,5.10,1.27,5.10,-5.10,-5.15,-3.83,-3.83,-3.83
268.48,1.20,5.01,1.20,5.01,-5.01,-5.06,-3.81,-3.81,-3.81
271.16,1.13,4.92,1.13,4.92,-4.92,-4.96,-3.79,-3.79,-3.79
273.87,1.05,4.82,1.05,4.82,-4.82,-4.87,-3.77,-3.77,-3.77
276.61,0.98,4.73,0.98,4.73,-4.73,-4.77,-3.75,-3.75,-3.75
279.38,0.91,4.64,0.91,4.64,-4.64,-4.67,-3.73,-3.73,-3.73
282.17,0.83,4.54,0.83,4.54,-4.54,-4.57,-3.71,-3.71,-3.71
284.99,0.76,4.45,0.76,4.45,-4.45,-4.47,-3.69,-3.69,-3.69
287.84,0.69,4.36,0.69,4.36,-4.36,-4.37,-3.67,-3.67,-3.67
290.72,0.61,4.26,0.61,4.26,-4.26,-4.27,-3.65,-3.65,-3.65
293.63,0.54,4.17,0.54,4.17,-4.17,-4.17,-3.63,-3.63,-3.63
296.57,0.47,4.08,0.47,4.08,-4.08,-4.07,-3.61,-3.61,-3.61
299.53,0.39,3.99,0.39,3.98,-3.98,-3.97,-3.59,-3.59,-3.59
302.53,0.32,3.89,0.32,3.89,-3.89,-3.87,-3.57,-3.57,-3.57
305.55,0.25,3.79,0.25,3.79,-3.79,-3.77,-3.54,-3.54,-3.54
308.61,0.18,3.70,0.18,3.70,-3.70,-3.67,-3.52,-3.52,-3.52
311.69,0.11,3.60,0.11,3.60,-3.60,-3.57,-3.49,-3.49,-3.49
314.81,0.05,3.51,0.04,3.51,-3.51,-3.47,-3.47,-3.47,-3.46
317.96,-0.02,3.42,-0.02,3.42,-3.42,-3.38,-3.44,-3.44,-3.44
321.14,-0.10,3.33,-0.09,3.33,-3.33,-3.28,-3.42,-3.42,-3.42
324.35,-0.17,3.24,-0.17,3.24,-3.24,-3.19,-3.40,-3.40,-3.40
327.59,-0.23,3.15,-0.24,3.15,-3.15,-3.09,-3.38,-3.38,-3.38
330.87,-0.30,3.06,-0.30,3.06,-3.06,-3.00,-3.36,-3.36,-3.36
334.18,-0.38,2.97,-0.38,2.97,-2.96,-2.91,-3.34,-3.34,-3.34
337.52,-0.45,2.87,-0.45,2.87,-2.87,-2.81,-3.32,-3.32,-3.32
340.90,-0.52,2.78,-0.52,2.78,-2.78,-2.72,-3.30,-3.30,-3.30
344.30,-0.60,2.68,-0.60,2.68,-2.68,-2.63,-3.28,-3.28,-3.28
347.75,-0.68,2.58,-0.68,2.58,-2.58,-2.54,-3.26,-3.26,-3.26
351.23,-0.76,2.49,-0.76,2.48,-2.48,-2.46,-3.24,-3.24,-3.24
354.74,-0.84,2.38,-0.84,2.39,-2.39,-2.37,-3.22,-3.22,-3.22
358.28,-0.92,2.29,-0.92,2.29,-2.29,-2.28,-3.21,-3.21,-3.21
361.87,-1.00,2.19,-1.00,2.19,-2.19,-2.19,-3.19,-3.19,-3.19
365.49,-1.08,2.09,-1.08,2.09,-2.10,-2.11,-3.18,-3.18,-3.17
369.14,-1.16,2.01,-1.16,2.00,-2.00,-2.03,-3.16,-3.16,-3.16
372.83,-1.23,1.91,-1.23,1.91,-1.91,-1.94,-3.14,-3.14,-3.14
376.56,-1.30,1.83,-1.30,1.83,-1.83,-1.86,-3.13,-3.13,-3.13
380.33,-1.37,1.74,-1.37,1.74,-1.74,-1.78,-3.11,-3.11,-3.11
384.13,-1.44,1.66,-1.44,1.66,-1.66,-1.69,-3.10,-3.10,-3.10
387.97,-1.51,1.58,-1.51,1.58,-1.58,-1.61,-3.09,-3.09,-3.09
391.85,-1.58,1.50,-1.58,1.50,-1.49,-1.53,-3.08,-3.08,-3.08
395.77,-1.65,1.41,-1.65,1.41,-1.41,-1.45,-3.06,-3.06,-3.06
399.73,-1.72,1.33,-1.72,1.33,-1.33,-1.37,-3.05,-3.05,-3.05
403.72,-1.79,1.26,-1.79,1.25,-1.25,-1.29,-3.04,-3.04,-3.04
407.76,-1.86,1.17,-1.86,1.17,-1.17,-1.22,-3.03,-3.03,-3.03
411.84,-1.93,1.10,-1.92,1.10,-1.10,-1.14,-3.02,-3.02,-3.02
415.96,-1.99,1.02,-1.99,1.02,-1.02,-1.06,-3.01,-3.01,-3.01
420.12,-2.05,0.95,-2.05,0.95,-0.95,-0.98,-3.00,-3.00,-3.00
424.32,-2.11,0.88,-2.11,0.88,-0.88,-0.91,-2.99,-2.99,-2.99
428.56,-2.17,0.81,-2.17,0.81,-0.81,-0.83,-2.98,-2.98,-2.98
432.85,-2.23,0.75,-2.22,0.75,-0.75,-0.76,-2.97,-2.97,-2.97
437.18,-2.28,0.69,-2.28,0.68,-0.68,-0.68,-2.96,-2.96,-2.96
441.55,-2.32,0.62,-2.32,0.62,-0.62,-0.61,-2.94,-2.95,-2.94
445.96,-2.37,0.56,-2.37,0.56,-0.56,-0.53,-2.93,-2.93,-2.93
