frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
31.93,14.90,14.90,14.90,14.90,-14.90,-14.65,-0.00,-0.00,0.00
32.24,14.76,14.76,14.76,14.76,-14.76,-14.55,-0.00,0.00,0.00
32.57,14.62,14.62,14.62,14.62,-14.62,-14.44,0.00,0.00,0.00
32.89,14.47,14.47,14.47,14.47,-14.47,-14.33,0.00,0.00,0.00
33.22,14.32,14.32,14.32,14.32,-14.32,-14.22,0.00,0.00,0.00
33.55,14.17,14.17,14.18,14.18,-14.18,-14.10,-0.00,-0.00,0.00
33.89,14.03,14.03,14.03,14.03,-14.03,-13.99,-0.00,-0.00,0.00
34.23,13.88,13.88,13.88,13.88,-13.88,-13.87,-0.00,-0.00,0.00
34.57,13.73,13.73,13.73,13.73,-13.73,-13.75,-0.00,0.00,0.00
34.92,13.58,13.58,13.58,13.58,-13.58,-13.62,0.00,0.00,0.00
35.27,13.43,13.43,13.42,13.42,-13.42,-13.49,0.00,0.00,0.00
35.62,13.27,13.27,13.27,13.27,-13.27,-13.36,0.00,0.00,0.00
35.97,13.11,13.11,13.11,13.11,-13.12,-13.22,-0.00,-0.00,0.00
36.33,12.96,12.96,12.96,12.96,-12.96,-13.08,-0.00,-0.00,0.00
36.70,12.80,12.80,12.80,12.80,-12.80,-12.94,-0.00,-0.00,0.00
37.06,12.65,12.65,12.65,12.65,-12.65,-12.79,0.00,0.00,0.00
37.43,12.49,12.49,12.49,12.49,-12.49,-12.64,0.00,0.00,0.00
37.81,12.33,12.33,12.33,12.33,-12.33,-12.49,0.00,0.00,0.00
38.19,12.17,12.17,12.17,12.17,-12.17,-12.33,-0.00,-0.00,0.00
38.57,12.01,12.01,12.01,12.01,-12.01,-12.17,-0.00,-0.00,0.00
38.95,11.85,11.85,11.85,11.85,-11.85,-12.00,-0.00,-0.00,0.00
39.34,11.68,11.68,11.68,11.68,-11.68,-11.83,-0.00,0.00,0.00
39.74,11.52,11.52,11.52,11.52,-11.52,-11.66,0.00,0.00,0.00
40.14,11.36,11.36,11.36,11.36,-11.35,-11.48,0.00,0.00,0.00
40.54,11.19,11.19,11.19,11.19,-11.19,-11.31,-0.00,-0.00,0.00
40.94,11.02,11.02,11.02,11.02,-11.02,-11.13,-0.00,-0.00,0.00
41.35,10.85,10.85,10.85,10.85,-10.86,-10.95,-0.00,-0.00,0.00
41.76,10.69,10.69,10.69,10.69,-10.69,-10.76,0.00,0.00,0.00
42.18,10.52,10.52,10.52,10.52,-10.52,-10.58,0.00,0.00,0.00
42.60,10.35,10.35,10.35,10.35,-10.35,-10.39,0.00,0.00,0.00
43.03,10.18,10.18,10.18,10.18,-10.18,-10.20,-0.00,-0.00,0.00
43.46,10.00,10.00,10.00,10.00,-10.00,-10.01,-0.00,-0.00,0.00
43.90,9.83,9.83,9.83,9.83,-9.83,-9.82,-0.00,-0.00,0.00
44.33,9.66,9.66,9.66,9.66,-9.66,-9.63,0.00,0.00,0.00
44.78,9.48,9.48,9.48,9.48,-9.48,-9.44,0.00,0.00,0.00
45.23,9.31,9.31,9.31,9.31,-9.31,-9.25,-0.00,0.00,0.00
45.68,9.13,9.13,9.13,9.13,-9.13,-9.06,-0.00,-0.00,0.00
46.13,8.95,8.95,8.95,8.95,-8.95,-8.87,-0.00,-0.00,0.00
46.60,8.78,8.78,8.78,8.78,-8.78,-8.67,0.00,0.00,0.00
47.06,8.60,8.60,8.60,8.60,-8.60,-8.48,0.00,0.00,0.00
47.53,8.42,8.42,8.42,8.42,-8.42,-8.29,-0.00,0.00,0.00
48.01,8.24,8.24,8.24,8.24,-8.24,-8.10,-0.00,-0.00,0.00
48.49,8.06,8.06,8.06,8.06,-8.06,-7.92,-0.00,-0.00,0.00
48.97,7.88,7.88,7.87,7.87,-7.87,-7.73,0.00,0.00,0.00
49.46,7.69,7.69,7.69,7.69,-7.69,-7.54,0.00,0.00,0.00
49.96,7.51,7.51,7.51,7.51,-7.51,-7.35,-0.00,-0.00,0.00
50.46,7.32,7.32,7.32,7.32,-7.32,-7.17,-0.00,-0.00,0.00
50.96,7.14,7.14,7.14,7.14,-7.14,-6.98,-0.00,-0.00,0.00
51.47,6.96,6.96,6.95,6.95,-6.95,-6.80,0.00,0.00,0.00
51.99,6.77,6.77,6.77,6.77,-6.77,-6.62,0.00,0.00,0.00
52.51,6.58,6.58,6.58,6.58,-6.58,-6.44,-0.00,-0.00,0.00
53.03,6.39,6.39,6.39,6.39,-6.39,-6.26,-0.00,-0.00,0.00
53.56,6.21,6.21,6.21,6.21,-6.21,-6.08,0.00,0.00,0.00
54.10,6.02,6.02,6.02,6.02,-6.02,-5.90,0.00,0.00,0.00
54.64,5.83,5.83,5.83,5.83,-5.83,-5.72,-0.00,-0.00,0.00
55.18,5.64,5.64,5.64,5.64,-5.64,-5.54,-0.00,-0.00,0.00
55.74,5.45,5.45,5.45,5.45,-5.45,-5.37,-0.00,-0.00,0.00
56.29,5.26,5.26,5.26,5.26,-5.26,-5.19,0.00,0.00,0.00
56.86,5.07,5.07,5.07,5.07,-5.07,-5.02,-0.00,0.00,0.00
57.42,4.88,4.88,4.88,4.88,-4.88,-4.85,-0.00,0.00,0.00
58.00,4.68,4.68,4.68,4.68,-4.68,-4.67,-0.00,-0.00,0.00
58.58,4.49,4.49,4.49,4.49,-4.49,-4.50,0.00,0.00,0.00
59.16,4.30,4.30,4.30,4.30,-4.30,-4.33,-0.00,0.00,0.00
59.76,4.11,4.11,4.11,4.11,-4.11,-4.16,-0.00,0.00,0.00
60.35,3.91,3.91,3.91,3.91,-3.91,-3.99,-0.00,-0.00,0.00
60.96,3.72,3.72,3.72,3.72,-3.72,-3.82,0.00,0.00,0.00
61.57,3.53,3.53,3.53,3.53,-3.53,-3.65,-0.00,0.00,0.00
62.18,3.33,3.33,3.33,3.33,-3.33,-3.48,-0.00,0.00,0.00
62.80,3.14,3.14,3.14,3.14,-3.14,-3.31,-0.00,-0.00,0.00
63.43,2.94,2.94,2.94,2.94,-2.94,-3.14,0.00,0.00,0.00
64.07,2.75,2.75,2.75,2.75,-2.75,-2.97,-0.00,0.00,0.00
64.71,2.55,2.55,2.55,2.55,-2.55,-2.80,-0.00,0.00,0.00
65.35,2.36,2.36,2.36,2.36,-2.36,-2.63,0.00,0.00,0.00
66.01,2.16,2.16,2.16,2.16,-2.16,-2.46,0.00,0.00,0.00
66.67,1.97,1.97,1.97,1.97,-1.97,-2.29,0.00,0.00,0.00
67.33,1.77,1.77,1.77,1.77,-1.77,-2.12,0.00,-0.00,0.00
68.01,1.58,1.58,1.58,1.58,-1.58,-1.95,-0.00,0.00,0.00
68.69,1.38,1.38,1.38,1.38,-1.38,-1.77,0.00,0.00,0.00
69.37,1.19,1.19,1.19,1.19,-1.19,-1.60,0.00,-0.00,0.00
70.07,1.00,1.00,1.00,1.00,-1.00,-1.43,-0.00,0.00,0.00
70.77,0.80,0.80,0.80,0.80,-0.80,-1.25,0.00,0.00,0.00
71.48,0.61,0.61,0.61,0.61,-0.61,-1.08,0.00,-0.00,0.00
72.19,0.41,0.41,0.41,0.41,-0.41,-0.90,-0.00,0.00,0.00
72.91,0.22,0.22,0.22,0.22,-0.22,-0.72,-0.00,0.00,0.00
73.64,0.03,0.03,0.03,0.03,-0.03,-0.55,0.00,-0.00,0.00
74.38,-0.16,-0.16,-0.16,-0.16,0.16,-0.37,0.00,0.00,0.00
75.12,-0.35,-0.35,-0.35,-0.35,0.35,-0.18,-0.00,0.00,0.00
75.87,-0.54,-0.54,-0.54,-0.54,0.54,-0.00,0.00,-0.00,0.00
76.63,-0.73,-0.73,-0.73,-0.73,0.73,0.18,0.00,-0.00,0.00
77.40,-0.92,-0.92,-0.92,-0.92,0.92,0.37,-0.00,0.00,0.00
78.17,-1.11,-1.11,-1.11,-1.11,1.11,0.56,0.00,-0.00,0.00
78.95,-1.30,-1.30,-1.30,-1.30,1.30,0.75,0.00,-0.00,0.00
79.74,-1.49,-1.49,-1.49,-1.49,1.49,0.94,-0.00,0.00,0.00
80.54,-1.67,-1.67,-1.67,-1.67,1.67,1.13,0.00,-0.00,0.00
81.35,-1.86,-1.86,-1.86,-1.86,1.86,1.33,0.00,-0.00,0.00
82.16,-2.04,-2.04,-2.04,-2.04,2.04,1.52,-0.00,0.00,0.00
82.98,-2.22,-2.22,-2.22,-2.22,2.22,1.72,0.00,-0.00,0.00
83.81,-2.40,-2.40,-2.40,-2.40,2.40,1.92,0.00,0.00,0.00
84.65,-2.58,-2.58,-2.58,-2.58,2.58,2.12,-0.00,0.00,0.00
85.50,-2.76,-2.76,-2.76,-2.76,2.76,2.33,0.00,-0.00,0.00
86.35,-2.94,-2.94,-2.94,-2.94,2.94,2.54,-0.00,0.00,0.00
87.22,-3.11,-3.11,-3.11,-3.11,3.11,2.74,0.00,0.00,0.00
88.09,-3.29,-3.29,-3.29,-3.29,3.29,2.95,0.00,-0.00,0.00
88.97,-3.46,-3.46,-3.46,-3.46,3.46,3.17,-0.00,0.00,0.00
89.86,-3.63,-3.63,-3.63,-3.63,3.63,3.38,0.00,-0.00,0.00
90.76,-3.80,-3.80,-3.80,-3.80,3.80,3.59,0.00,0.00,0.00
91.66,-3.96,-3.96,-3.96,-3.96,3.96,3.81,-0.00,0.00,0.00
92.58,-4.13,-4.13,-4.13,-4.13,4.13,4.02,0.00,-0.00,0.00
93.51,-4.29,-4.29,-4.29,-4.29,4.29,4.24,-0.00,0.00,0.00
94.44,-4.45,-4.45,-4.45,-4.45,4.45,4.46,0.00,-0.00,0.00
95.39,-4.61,-4.61,-4.61,-4.61,4.61,4.67,0.00,0.00,0.00
96.34,-4.76,-4.76,-4.76,-4.76,4.76,4.89,0.00,0.00,0.00
97.30,-4.91,-4.91,-4.91,-4.91,4.91,5.10,0.00,0.00,0.00
98.28,-5.06,-5.06,-5.06,-5.06,5.07,5.31,0.00,0.00,0.00
99.26,-5.21,-5.21,-5.21,-5.21,5.21,5.52,0.00,0.00,0.00
100.25,-5.35,-5.35,-5.35,-5.35,5.36,5.72,0.00,0.00,0.00
101.25,-5.49,-5.49,-5.49,-5.49,5.49,5.92,-0.00,-0.00,0.00
102.27,-5.63,-5.63,-5.63,-5.63,5.62,6.11,-0.01,-0.01,0.00
103.29,-5.76,-5.76,-5.76,-5.76,5.75,6.29,-0.01,-0.01,0.00
104.32,-5.87,-5.87,-5.87,-5.87,5.87,6.47,-0.00,-0.01,0.00
105.37,-5.98,-5.98,-5.98,-5.98,5.98,6.64,-0.00,-0.00,0.00
106.42,-6.08,-6.08,-6.08,-6.08,6.08,6.79,0.00,0.00,0.00
107.48,-6.18,-6.18,-6.18,-6.18,6.18,6.94,0.00,0.00,0.00
108.56,-6.27,-6.27,-6.27,-6.27,6.28,7.07,0.00,0.00,0.00
109.64,-6.37,-6.37,-6.37,-6.37,6.37,7.19,0.00,0.00,0.00
110.74,-6.45,-6.45,-6.45,-6.45,6.45,7.29,0.00,0.00,0.00
111.85,-6.54,-6.54,-6.54,-6.54,6.54,7.38,-0.00,-0.00,0.00
112.97,-6.61,-6.61,-6.61,-6.61,6.61,7.45,-0.00,-0.00,0.00
114.10,-6.69,-6.69,-6.69,-6.69,6.69,7.50,0.00,-0.00,0.00
115.24,-6.76,-6.76,-6.76,-6.76,6.76,7.54,-0.00,-0.00,0.00
116.39,-6.82,-6.82,-6.82,-6.82,6.82,7.56,0.00,-0.00,0.00
117.55,-6.88,-6.88,-6.88,-6.88,6.88,7.56,-0.00,-0.00,0.00
118.73,-6.93,-6.93,-6.93,-6.93,6.93,7.54,0.00,-0.00,0.00
119.92,-6.98,-6.98,-6.98,-6.98,6.98,7.51,-0.00,-0.00,0.00
121.12,-7.02,-7.02,-7.02,-7.02,7.02,7.47,0.00,0.00,0.00
122.33,-7.06,-7.06,-7.06,-7.06,7.06,7.41,0.00,0.00,0.00
123.55,-7.09,-7.09,-7.09,-7.09,7.09,7.34,0.00,0.00,0.00
124.79,-7.12,-7.12,-7.12,-7.12,7.12,7.25,0.00,0.00,0.00
126.03,-7.14,-7.14,-7.14,-7.14,7.14,7.16,-0.00,0.00,0.00
127.29,-7.16,-7.16,-7.16,-7.16,7.16,7.05,0.00,0.00,0.00
128.57,-7.17,-7.17,-7.17,-7.17,7.17,6.94,-0.00,-0.00,0.00
129.85,-7.17,-7.17,-7.17,-7.17,7.17,6.82,0.00,-0.00,0.00
131.15,-7.17,-7.17,-7.17,-7.17,7.17,6.70,-0.00,-0.00,0.00
132.46,-7.16,-7.16,-7.16,-7.16,7.16,6.56,0.00,0.00,0.00
133.79,-7.14,-7.14,-7.14,-7.14,7.14,6.43,-0.00,0.00,0.00
135.12,-7.12,-7.12,-7.12,-7.12,7.12,6.29,0.00,0.00,0.00
136.48,-7.09,-7.09,-7.09,-7.09,7.09,6.15,0.00,0.00,0.00
137.84,-7.06,-7.06,-7.06,-7.06,7.06,6.01,-0.00,-0.00,0.00
139.22,-7.01,-7.01,-7.01,-7.01,7.01,5.86,-0.00,-0.00,0.00
140.61,-6.97,-6.97,-6.96,-6.96,6.96,5.72,-0.00,-0.00,0.00
142.02,-6.91,-6.91,-6.91,-6.91,6.91,5.58,-0.00,-0.00,0.00
143.44,-6.84,-6.84,-6.84,-6.84,6.84,5.43,-0.00,-0.00,0.00
144.87,-6.77,-6.77,-6.77,-6.77,6.77,5.29,-0.00,0.00,0.00
146.32,-6.69,-6.69,-6.69,-6.69,6.69,5.15,0.00,-0.00,0.00
147.78,-6.61,-6.61,-6.61,-6.61,6.61,5.01,-0.00,0.00,0.00
149.26,-6.52,-6.52,-6.52,-6.52,6.52,4.88,0.00,0.00,0.00
150.75,-6.42,-6.42,-6.42,-6.42,6.42,4.74,0.00,0.00,0.00
152.26,-6.32,-6.32,-6.31,-6.31,6.32,4.61,-0.00,0.00,0.00
153.78,-6.20,-6.20,-6.20,-6.20,6.20,4.48,0.00,0.00,0.00
155.32,-6.09,-6.09,-6.09,-6.09,6.09,4.35,0.00,-0.00,0.00
156.88,-5.96,-5.96,-5.96,-5.96,5.96,4.22,-0.00,0.00,0.00
158.44,-5.83,-5.83,-5.84,-5.84,5.83,4.10,-0.00,-0.00,0.00
160.03,-5.70,-5.70,-5.70,-5.70,5.70,3.98,-0.00,-0.00,0.00
161.63,-5.56,-5.56,-5.56,-5.56,5.56,3.86,-0.00,-0.00,0.00
163.24,-5.41,-5.41,-5.41,-5.41,5.41,3.75,0.00,-0.00,0.00
164.88,-5.25,-5.25,-5.26,-5.26,5.26,3.64,0.00,-0.00,0.00
166.53,-5.10,-5.10,-5.10,-5.10,5.10,3.53,-0.00,-0.00,0.00
168.19,-4.93,-4.93,-4.93,-4.93,4.93,3.42,-0.00,-0.00,0.00
169.87,-4.76,-4.76,-4.76,-4.76,4.76,3.31,-0.00,-0.00,0.00
171.57,-4.59,-4.59,-4.59,-4.59,4.59,3.21,-0.00,-0.00,0.00
173.29,-4.41,-4.41,-4.41,-4.41,4.41,3.11,-0.00,-0.00,0.00
175.02,-4.22,-4.22,-4.22,-4.22,4.22,3.02,-0.00,-0.00,0.00
176.77,-4.03,-4.03,-4.03,-4.03,4.03,2.92,0.00,0.00,0.00
178.54,-3.84,-3.84,-3.84,-3.84,3.85,2.83,0.00,0.00,0.00
180.32,-3.65,-3.65,-3.65,-3.65,3.65,2.74,0.00,0.00,0.00
182.13,-3.46,-3.46,-3.46,-3.46,3.46,2.65,0.00,0.00,0.00
183.95,-3.26,-3.26,-3.26,-3.26,3.26,2.56,0.00,0.00,0.00
185.79,-3.07,-3.07,-3.07,-3.07,3.07,2.48,0.00,0.00,0.00
187.65,-2.87,-2.87,-2.87,-2.87,2.87,2.40,0.00,0.00,0.00
189.52,-2.67,-2.67,-2.68,-2.68,2.68,2.32,0.00,0.00,0.00
191.42,-2.48,-2.48,-2.48,-2.48,2.48,2.24,0.00,0.00,0.00
193.33,-2.28,-2.28,-2.28,-2.28,2.28,2.17,0.00,0.00,0.00
195.27,-2.09,-2.09,-2.09,-2.09,2.09,2.09,-0.00,-0.00,0.00
197.22,-1.89,-1.89,-1.89,-1.89,1.89,2.02,-0.00,-0.00,0.00
199.19,-1.69,-1.69,-1.69,-1.69,1.69,1.95,-0.00,-0.00,0.00
201.18,-1.49,-1.49,-1.49,-1.49,1.49,1.88,-0.00,-0.00,0.00
203.19,-1.29,-1.29,-1.29,-1.29,1.29,1.81,-0.00,-0.00,0.00
205.23,-1.09,-1.09,-1.09,-1.09,1.09,1.75,-0.00,-0.00,0.00
207.28,-0.89,-0.89,-0.89,-0.89,0.88,1.68,-0.00,-0.00,0.00
209.35,-0.68,-0.68,-0.68,-0.68,0.68,1.62,0.00,-0.00,0.00
211.44,-0.49,-0.49,-0.48,-0.48,0.49,1.56,0.00,0.00,0.00
213.56,-0.29,-0.29,-0.29,-0.29,0.29,1.50,0.00,0.00,0.00
215.69,-0.10,-0.10,-0.10,-0.10,0.10,1.44,0.00,0.00,0.00
217.85,0.09,0.09,0.09,0.09,-0.09,1.38,0.00,0.00,0.00
220.03,0.27,0.27,0.27,0.27,-0.27,1.33,-0.00,-0.00,0.00
222.23,0.44,0.44,0.44,0.44,-0.44,1.27,-0.00,-0.00,0.00
224.45,0.61,0.61,0.61,0.61,-0.61,1.22,0.00,0.00,0.00
226.70,0.77,0.77,0.77,0.77,-0.77,1.16,0.00,0.00,0.00
228.96,0.92,0.92,0.92,0.92,-0.92,1.11,0.00,0.00,0.00
231.25,1.07,1.07,1.07,1.07,-1.06,1.06,0.00,0.00,0.00
233.57,1.20,1.20,1.20,1.20,-1.20,1.01,0.00,0.00,0.00
235.90,1.33,1.33,1.33,1.33,-1.33,0.96,-0.00,-0.00,0.00
238.26,1.44,1.44,1.44,1.44,-1.45,0.91,-0.00,-0.00,0.00
240.64,1.55,1.55,1.55,1.55,-1.55,0.86,-0.00,-0.00,0.00
243.05,1.66,1.66,1.66,1.66,-1.66,0.81,0.00,0.00,0.00
245.48,1.75,1.75,1.75,1.75,-1.75,0.76,0.00,0.00,0.00
247.93,1.83,1.83,1.83,1.83,-1.83,0.72,0.00,0.00,0.00
250.41,1.90,1.90,1.90,1.90,-1.90,0.67,-0.00,-0.00,0.00
252.92,1.97,1.97,1.97,1.97,-1.97,0.63,-0.00,-0.00,0.00
255.45,2.02,2.02,2.02,2.02,-2.02,0.58,-0.00,-0.00,0.00
258.00,2.06,2.06,2.06,2.06,-2.07,0.54,-0.00,-0.00,0.00
260.58,2.10,2.10,2.10,2.10,-2.10,0.49,-0.00,0.00,0.00
263.19,2.12,2.12,2.12,2.12,-2.12,0.45,0.00,0.00,0.00
265.82,2.13,2.13,2.13,2.13,-2.13,0.40,0.01,0.00,0.00
268.48,2.13,2.13,2.13,2.13,-2.13,0.36,0.01,0.01,0.00
271.16,2.12,2.12,2.12,2.12,-2.11,0.32,0.00,0.00,0.00
273.87,2.09,2.09,2.09,2.09,-2.09,0.27,0.00,0.00,0.00
276.61,2.05,2.05,2.05,2.05,-2.05,0.23,-0.00,-0.00,0.00
279.38,2.00,2.00,2.00,2.00,-2.00,0.19,-0.00,-0.00,0.00
282.17,1.94,1.94,1.94,1.94,-1.94,0.14,0.00,-0.00,0.00
284.99,1.87,1.87,1.87,1.87,-1.87,0.10,0.00,0.00,0.00
287.84,1.79,1.79,1.80,1.80,-1.80,0.06,-0.00,-0.00,0.00
290.72,1.71,1.71,1.71,1.71,-1.71,0.01,-0.00,-0.00,0.00
293.63,1.62,1.62,1.62,1.62,-1.63,-0.03,-0.00,-0.00,0.00
296.57,1.53,1.53,1.53,1.53,-1.53,-0.07,-0.00,-0.00,0.00
299.53,1.43,1.43,1.43,1.43,-1.43,-0.12,-0.00,-0.00,0.00
302.53,1.32,1.32,1.32,1.32,-1.32,-0.16,0.00,0.00,0.00
305.55,1.22,1.22,1.22,1.22,-1.21,-0.20,0.00,0.00,0.00
308.61,1.10,1.10,1.10,1.10,-1.09,-0.25,0.01,0.01,0.00
311.69,0.97,0.97,0.97,0.97,-0.97,-0.29,0.01,0.01,0.00
314.81,0.84,0.84,0.84,0.84,-0.84,-0.34,0.00,0.00,0.00
317.96,0.71,0.71,0.71,0.71,-0.71,-0.39,-0.00,-0.00,0.00
321.14,0.57,0.57,0.57,0.57,-0.58,-0.43,-0.00,-0.00,0.00
324.35,0.44,0.44,0.44,0.44,-0.44,-0.48,-0.00,-0.00,0.00
327.59,0.31,0.31,0.31,0.31,-0.31,-0.53,-0.00,-0.00,0.00
330.87,0.18,0.18,0.18,0.18,-0.18,-0.57,0.00,0.00,0.00
334.18,0.06,0.06,0.06,0.06,-0.05,-0.62,0.01,0.01,0.00
337.52,-0.06,-0.06,-0.06,-0.06,0.07,-0.67,0.01,0.01,0.00
340.90,-0.18,-0.18,-0.18,-0.18,0.18,-0.72,0.00,0.00,0.00
344.30,-0.29,-0.29,-0.29,-0.29,0.28,-0.78,-0.00,-0.00,0.00
347.75,-0.38,-0.38,-0.38,-0.38,0.38,-0.83,-0.01,-0.01,0.00
351.23,-0.46,-0.46,-0.46,-0.46,0.45,-0.88,-0.01,-0.01,0.00
354.74,-0.52,-0.52,-0.52,-0.52,0.51,-0.94,-0.01,-0.01,0.00
358.28,-0.56,-0.56,-0.56,-0.56,0.56,-0.99,-0.01,-0.01,0.00
361.87,-0.59,-0.59,-0.59,-0.59,0.59,-1.05,0.00,-0.00,0.00
365.49,-0.60,-0.60,-0.60,-0.60,0.60,-1.11,0.00,0.00,0.00
369.14,-0.59,-0.59,-0.59,-0.59,0.59,-1.17,0.01,0.00,0.00
372.83,-0.57,-0.57,-0.57,-0.57,0.57,-1.23,0.00,0.00,0.00
376.56,-0.54,-0.54,-0.54,-0.54,0.54,-1.30,0.00,0.00,0.00
380.33,-0.49,-0.49,-0.49,-0.49,0.49,-1.36,0.00,0.00,0.00
384.13,-0.42,-0.42,-0.42,-0.42,0.42,-1.43,-0.00,-0.00,0.00
387.97,-0.34,-0.34,-0.34,-0.34,0.33,-1.50,-0.00,-0.00,0.00
391.85,-0.24,-0.24,-0.24,-0.24,0.23,-1.57,-0.01,-0.01,0.00
395.77,-0.12,-0.12,-0.12,-0.12,0.11,-1.64,-0.01,-0.01,0.00
399.73,0.02,0.02,0.02,0.02,-0.03,-1.72,-0.01,-0.01,0.00
403.72,0.18,0.18,0.18,0.18,-0.19,-1.80,-0.01,-0.00,0.00
407.76,0.36,0.36,0.36,0.36,-0.36,-1.88,0.00,-0.00,0.00
411.84,0.55,0.55,0.55,0.55,-0.55,-1.96,0.00,0.00,0.00
415.96,0.75,0.75,0.75,0.75,-0.74,-2.05,0.00,0.00,0.00
420.12,0.96,0.96,0.96,0.96,-0.95,-2.13,0.00,0.00,0.00
424.32,1.17,1.17,1.17,1.17,-1.17,-2.23,0.00,0.00,0.00
428.56,1.39,1.39,1.39,1.39,-1.39,-2.32,0.00,-0.00,0.00
432.85,1.62,1.62,1.62,1.62,-1.62,-2.42,-0.00,-0.00,0.00
437.18,1.85,1.85,1.85,1.85,-1.85,-2.52,-0.01,-0.00,0.00
441.55,2.08,2.08,2.08,2.08,-2.09,-2.63,-0.00,-0.00,0.00
445.96,2.32,2.32,2.32,2.32,-2.32,-2.73,-0.00,-0.00,0.00
450.42,2.56,2.56,2.56,2.56,-2.55,-2.85,0.00,0.00,0.00
454.93,2.79,2.79,2.79,2.79,-2.78,-2.96,0.01,0.01,0.00
459.48,3.01,3.01,3.01,3.01,-3.00,-3.09,0.01,0.01,0.00
464.07,3.23,3.23,3.23,3.23,-3.22,-3.21,0.01,0.01,0.00
