frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
35.62,1.58,-0.33,1.58,-0.33,0.33,0.39,1.91,1.91,1.91
35.97,1.56,-0.34,1.56,-0.34,0.34,0.40,1.90,1.90,1.90
36.33,1.54,-0.34,1.54,-0.34,0.34,0.41,1.89,1.89,1.89
36.70,1.53,-0.35,1.53,-0.35,0.35,0.42,1.88,1.88,1.88
37.06,1.51,-0.36,1.51,-0.36,0.36,0.42,1.87,1.87,1.87
37.43,1.49,-0.36,1.49,-0.36,0.37,0.43,1.86,1.86,1.86
37.81,1.48,-0.37,1.48,-0.37,0.37,0.44,1.85,1.85,1.85
38.19,1.46,-0.38,1.46,-0.38,0.38,0.45,1.84,1.84,1.84
38.57,1.44,-0.39,1.44,-0.39,0.39,0.46,1.83,1.83,1.83
38.95,1.42,-0.40,1.42,-0.39,0.39,0.46,1.81,1.81,1.82
39.34,1.40,-0.39,1.40,-0.40,0.40,0.47,1.80,1.80,1.80
39.74,1.39,-0.40,1.39,-0.40,0.41,0.48,1.79,1.79,1.79
40.14,1.37,-0.41,1.37,-0.41,0.41,0.49,1.78,1.78,1.78
40.54,1.35,-0.42,1.35,-0.42,0.42,0.49,1.77,1.77,1.77
40.94,1.33,-0.43,1.33,-0.43,0.43,0.50,1.76,1.76,1.76
41.35,1.31,-0.44,1.31,-0.44,0.44,0.50,1.75,1.75,1.75
41.76,1.29,-0.45,1.29,-0.45,0.45,0.51,1.74,1.74,1.74
42.18,1.27,-0.45,1.27,-0.46,0.45,0.51,1.73,1.73,1.73
42.60,1.25,-0.46,1.25,-0.46,0.46,0.52,1.72,1.72,1.72
43.03,1.24,-0.47,1.24,-0.47,0.47,0.52,1.70,1.70,1.71
43.46,1.22,-0.47,1.22,-0.47,0.47,0.53,1.68,1.68,1.69
43.90,1.20,-0.47,1.20,-0.47,0.47,0.53,1.67,1.67,1.67
44.33,1.18,-0.47,1.18,-0.47,0.47,0.53,1.65,1.65,1.65
44.78,1.16,-0.47,1.16,-0.47,0.48,0.54,1.63,1.63,1.63
45.23,1.14,-0.47,1.14,-0.47,0.48,0.54,1.62,1.62,1.61
45.68,1.12,-0.48,1.12,-0.48,0.48,0.54,1.60,1.60,1.60
46.13,1.10,-0.48,1.10,-0.49,0.49,0.55,1.58,1.58,1.58
46.60,1.07,-0.49,1.07,-0.49,0.49,0.55,1.57,1.57,1.57
47.06,1.05,-0.49,1.05,-0.50,0.49,0.55,1.55,1.55,1.55
47.53,1.03,-0.50,1.03,-0.50,0.49,0.55,1.53,1.53,1.53
48.01,1.01,-0.51,1.01,-0.50,0.49,0.55,1.51,1.51,1.52
48.49,0.99,-0.50,0.99,-0.50,0.49,0.55,1.48,1.48,1.49
48.97,0.97,-0.49,0.97,-0.49,0.49,0.55,1.46,1.46,1.46
49.46,0.95,-0.48,0.95,-0.48,0.48,0.55,1.43,1.43,1.43
49.96,0.93,-0.47,0.93,-0.48,0.48,0.55,1.41,1.41,1.40
50.46,0.90,-0.47,0.90,-0.47,0.48,0.55,1.38,1.38,1.38
50.96,0.88,-0.48,0.88,-0.47,0.47,0.55,1.36,1.36,1.36
51.47,0.86,-0.47,0.86,-0.47,0.47,0.55,1.33,1.33,1.33
51.99,0.84,-0.47,0.84,-0.47,0.47,0.55,1.31,1.31,1.31
52.51,0.82,-0.47,0.82,-0.47,0.47,0.55,1.29,1.29,1.29
53.03,0.79,-0.48,0.79,-0.47,0.47,0.54,1.26,1.26,1.27
53.56,0.77,-0.47,0.77,-0.47,0.47,0.54,1.24,1.24,1.24
54.10,0.75,-0.47,0.75,-0.47,0.47,0.54,1.22,1.22,1.22
54.64,0.72,-0.46,0.72,-0.47,0.47,0.54,1.19,1.19,1.19
55.18,0.70,-0.47,0.70,-0.46,0.47,0.53,1.17,1.17,1.17
55.74,0.68,-0.46,0.68,-0.46,0.46,0.53,1.14,1.14,1.14
56.29,0.65,-0.46,0.65,-0.46,0.46,0.53,1.12,1.12,1.12
56.86,0.63,-0.47,0.63,-0.46,0.47,0.52,1.10,1.10,1.10
57.42,0.61,-0.46,0.61,-0.47,0.47,0.52,1.07,1.07,1.07
58.00,0.58,-0.47,0.58,-0.47,0.47,0.52,1.05,1.05,1.05
58.58,0.56,-0.47,0.56,-0.47,0.47,0.51,1.03,1.03,1.03
59.16,0.53,-0.47,0.53,-0.47,0.47,0.51,1.01,1.01,1.01
59.76,0.51,-0.48,0.51,-0.48,0.47,0.50,0.98,0.98,0.99
60.35,0.49,-0.47,0.49,-0.47,0.47,0.50,0.95,0.95,0.96
60.96,0.46,-0.47,0.46,-0.47,0.46,0.49,0.92,0.92,0.93
61.57,0.44,-0.45,0.44,-0.46,0.46,0.49,0.89,0.89,0.89
62.18,0.41,-0.45,0.41,-0.45,0.45,0.48,0.86,0.86,0.86
62.80,0.39,-0.44,0.39,-0.44,0.45,0.48,0.83,0.83,0.83
63.43,0.36,-0.44,0.36,-0.44,0.44,0.47,0.80,0.80,0.80
64.07,0.33,-0.43,0.33,-0.44,0.44,0.47,0.77,0.77,0.77
64.71,0.31,-0.44,0.31,-0.44,0.44,0.46,0.74,0.74,0.75
65.35,0.28,-0.44,0.28,-0.44,0.43,0.46,0.72,0.72,0.72
66.01,0.26,-0.43,0.26,-0.43,0.43,0.45,0.69,0.69,0.69
66.67,0.23,-0.43,0.23,-0.43,0.43,0.45,0.66,0.66,0.66
67.33,0.20,-0.42,0.20,-0.42,0.43,0.44,0.63,0.63,0.63
68.01,0.18,-0.42,0.18,-0.42,0.42,0.43,0.60,0.60,0.60
68.69,0.15,-0.42,0.15,-0.42,0.42,0.43,0.57,0.57,0.57
69.37,0.12,-0.41,0.12,-0.41,0.42,0.42,0.54,0.54,0.54
70.07,0.10,-0.41,0.10,-0.41,0.41,0.42,0.51,0.51,0.51
70.77,0.07,-0.41,0.07,-0.41,0.41,0.41,0.48,0.48,0.48
71.48,0.04,-0.41,0.04,-0.40,0.40,0.40,0.44,0.44,0.45
72.19,0.02,-0.39,0.02,-0.40,0.39,0.40,0.41,0.41,0.41
72.91,-0.01,-0.39,-0.01,-0.39,0.39,0.39,0.38,0.38,0.38
73.64,-0.04,-0.38,-0.04,-0.38,0.38,0.38,0.34,0.34,0.34
74.38,-0.07,-0.38,-0.07,-0.37,0.38,0.38,0.31,0.31,0.31
75.12,-0.09,-0.36,-0.09,-0.37,0.37,0.37,0.27,0.27,0.27
75.87,-0.12,-0.36,-0.12,-0.36,0.36,0.36,0.24,0.24,0.24
76.63,-0.15,-0.36,-0.15,-0.36,0.36,0.36,0.21,0.21,0.21
77.40,-0.18,-0.36,-0.18,-0.35,0.35,0.35,0.17,0.17,0.18
78.17,-0.21,-0.35,-0.21,-0.35,0.35,0.34,0.14,0.14,0.14
78.95,-0.24,-0.34,-0.24,-0.34,0.35,0.34,0.11,0.11,0.11
79.74,-0.27,-0.34,-0.27,-0.34,0.34,0.33,0.08,0.08,0.08
80.54,-0.29,-0.33,-0.29,-0.34,0.34,0.32,0.04,0.04,0.04
81.35,-0.32,-0.33,-0.32,-0.33,0.33,0.32,0.01,0.01,0.01
82.16,-0.35,-0.32,-0.35,-0.32,0.32,0.31,-0.03,-0.03,-0.03
82.98,-0.38,-0.32,-0.38,-0.32,0.32,0.30,-0.06,-0.06,-0.06
83.81,-0.41,-0.31,-0.41,-0.31,0.31,0.29,-0.10,-0.10,-0.10
84.65,-0.44,-0.30,-0.44,-0.30,0.30,0.28,-0.14,-0.14,-0.14
85.50,-0.47,-0.30,-0.47,-0.29,0.30,0.28,-0.17,-0.17,-0.17
86.35,-0.50,-0.29,-0.50,-0.29,0.29,0.27,-0.21,-0.21,-0.21
87.22,-0.53,-0.28,-0.53,-0.28,0.28,0.26,-0.25,-0.25,-0.25
88.09,-0.56,-0.27,-0.56,-0.27,0.27,0.25,-0.29,-0.29,-0.29
88.97,-0.59,-0.26,-0.59,-0.26,0.26,0.24,-0.33,-0.33,-0.33
89.86,-0.62,-0.25,-0.62,-0.25,0.24,0.24,-0.37,-0.37,-0.37
90.76,-0.65,-0.23,-0.65,-0.23,0.23,0.23,-0.42,-0.42,-0.42
91.66,-0.68,-0.22,-0.68,-0.21,0.22,0.22,-0.46,-0.46,-0.46
92.58,-0.71,-0.20,-0.71,-0.20,0.20,0.21,-0.51,-0.51,-0.51
93.51,-0.74,-0.19,-0.74,-0.19,0.19,0.20,-0.55,-0.55,-0.55
94.44,-0.77,-0.18,-0.77,-0.18,0.17,0.19,-0.60,-0.60,-0.59
95.39,-0.80,-0.16,-0.80,-0.16,0.16,0.18,-0.64,-0.64,-0.64
96.34,-0.83,-0.14,-0.83,-0.14,0.14,0.17,-0.69,-0.69,-0.69
97.30,-0.86,-0.12,-0.86,-0.12,0.12,0.16,-0.74,-0.74,-0.74
98.28,-0.89,-0.10,-0.89,-0.11,0.11,0.15,-0.79,-0.79,-0.79
99.26,-0.92,-0.09,-0.92,-0.09,0.09,0.14,-0.83,-0.83,-0.83
100.25,-0.96,-0.07,-0.96,-0.07,0.07,0.13,-0.88,-0.88,-0.88
101.25,-0.99,-0.05,-0.99,-0.05,0.05,0.12,-0.93,-0.93,-0.93
102.27,-1.02,-0.04,-1.02,-0.04,0.04,0.10,-0.98,-0.98,-0.98
103.29,-1.05,-0.02,-1.05,-0.02,0.02,0.09,-1.03,-1.03,-1.03
104.32,-1.08,-0.00,-1.08,-0.00,0.00,0.08,-1.08,-1.08,-1.07
105.37,-1.10,0.02,-1.11,0.02,-0.02,0.07,-1.12,-1.12,-1.12
106.42,-1.13,0.04,-1.13,0.04,-0.04,0.06,-1.17,-1.17,-1.17
107.48,-1.16,0.06,-1.16,0.06,-0.06,0.04,-1.22,-1.22,-1.22
108.56,-1.20,0.08,-1.20,0.08,-0.07,0.03,-1.27,-1.27,-1.27
109.64,-1.23,0.10,-1.23,0.09,-0.09,0.01,-1.32,-1.32,-1.32
110.74,-1.26,0.11,-1.26,0.11,-0.12,0.00,-1.37,-1.37,-1.37
111.85,-1.29,0.13,-1.29,0.14,-0.14,-0.01,-1.43,-1.43,-1.42
112.97,-1.32,0.16,-1.32,0.16,-0.16,-0.03,-1.48,-1.48,-1.48
114.10,-1.35,0.18,-1.35,0.18,-0.19,-0.04,-1.53,-1.53,-1.53
115.24,-1.38,0.21,-1.38,0.21,-0.21,-0.06,-1.59,-1.59,-1.59
116.39,-1.41,0.23,-1.41,0.23,-0.23,-0.08,-1.64,-1.64,-1.64
117.55,-1.44,0.26,-1.44,0.26,-0.26,-0.09,-1.70,-1.70,-1.70
118.73,-1.47,0.28,-1.47,0.28,-0.28,-0.11,-1.75,-1.75,-1.75
119.92,-1.50,0.30,-1.50,0.30,-0.30,-0.13,-1.80,-1.80,-1.80
121.12,-1.53,0.32,-1.53,0.32,-0.32,-0.15,-1.85,-1.85,-1.85
122.33,-1.56,0.34,-1.56,0.34,-0.34,-0.17,-1.90,-1.90,-1.90
123.55,-1.59,0.36,-1.59,0.36,-0.36,-0.19,-1.95,-1.95,-1.95
124.79,-1.62,0.38,-1.62,0.38,-0.38,-0.21,-2.00,-2.00,-2.00
126.03,-1.65,0.40,-1.65,0.40,-0.40,-0.23,-2.06,-2.06,-2.05
127.29,-1.68,0.42,-1.68,0.42,-0.42,-0.25,-2.11,-2.11,-2.10
128.57,-1.71,0.45,-1.71,0.44,-0.44,-0.27,-2.16,-2.16,-2.16
129.85,-1.74,0.47,-1.74,0.47,-0.46,-0.29,-2.21,-2.21,-2.21
131.15,-1.77,0.49,-1.77,0.49,-0.48,-0.31,-2.26,-2.26,-2.26
132.46,-1.80,0.51,-1.80,0.51,-0.50,-0.34,-2.31,-2.31,-2.31
133.79,-1.83,0.52,-1.83,0.52,-0.52,-0.36,-2.36,-2.36,-2.35
135.12,-1.86,0.54,-1.86,0.54,-0.54,-0.38,-2.40,-2.40,-2.40
136.48,-1.89,0.55,-1.89,0.55,-0.56,-0.41,-2.45,-2.45,-2.44
137.84,-1.92,0.57,-1.92,0.57,-0.57,-0.43,-2.49,-2.49,-2.49
139.22,-1.95,0.59,-1.95,0.59,-0.58,-0.46,-2.53,-2.53,-2.54
140.61,-1.98,0.60,-1.98,0.60,-0.60,-0.48,-2.57,-2.57,-2.58
142.02,-2.01,0.60,-2.01,0.61,-0.61,-0.51,-2.61,-2.61,-2.61
143.44,-2.04,0.61,-2.04,0.62,-0.62,-0.53,-2.65,-2.65,-2.65
144.87,-2.07,0.63,-2.07,0.62,-0.63,-0.56,-2.69,-2.69,-2.69
146.32,-2.09,0.64,-2.09,0.63,-0.63,-0.59,-2.73,-2.73,-2.73
147.78,-2.12,0.64,-2.12,0.64,-0.64,-0.61,-2.77,-2.77,-2.76
149.26,-2.15,0.65,-2.15,0.65,-0.65,-0.64,-2.80,-2.80,-2.80
150.75,-2.18,0.66,-2.18,0.66,-0.66,-0.67,-2.84,-2.84,-2.84
152.26,-2.21,0.67,-2.21,0.67,-0.67,-0.69,-2.88,-2.88,-2.88
153.78,-2.24,0.68,-2.24,0.68,-0.68,-0.72,-2.92,-2.92,-2.92
155.32,-2.27,0.69,-2.27,0.69,-0.69,-0.74,-2.96,-2.96,-2.96
156.88,-2.30,0.70,-2.30,0.71,-0.71,-0.77,-3.00,-3.00,-3.00
158.44,-2.32,0.72,-2.32,0.72,-0.72,-0.79,-3.04,-3.04,-3.04
160.03,-2.35,0.73,-2.35,0.73,-0.73,-0.81,-3.08,-3.08,-3.08
161.63,-2.38,0.74,-2.38,0.74,-0.74,-0.84,-3.12,-3.12,-3.12
163.24,-2.41,0.75,-2.41,0.75,-0.75,-0.86,-3.16,-3.16,-3.16
164.88,-2.43,0.76,-2.43,0.76,-0.76,-0.88,-3.20,-3.20,-3.19
166.53,-2.46,0.77,-2.46,0.77,-0.77,-0.90,-3.23,-3.23,-3.23
168.19,-2.49,0.78,-2.49,0.78,-0.78,-0.91,-3.27,-3.27,-3.27
169.87,-2.51,0.80,-2.51,0.80,-0.80,-0.93,-3.31,-3.31,-3.31
171.57,-2.54,0.81,-2.54,0.81,-0.81,-0.94,-3.35,-3.35,-3.35
173.29,-2.57,0.81,-2.57,0.82,-0.82,-0.95,-3.39,-3.39,-3.38
175.02,-2.59,0.83,-2.59,0.83,-0.83,-0.97,-3.42,-3.42,-3.42
176.77,-2.62,0.84,-2.62,0.84,-0.84,-0.97,-3.46,-3.46,-3.46
178.54,-2.64,0.86,-2.64,0.86,-0.86,-0.98,-3.50,-3.50,-3.50
180.32,-2.67,0.87,-2.67,0.87,-0.87,-0.98,-3.54,-3.54,-3.54
182.13,-2.70,0.88,-2.70,0.88,-0.88,-0.99,-3.57,-3.57,-3.57
183.95,-2.72,0.89,-2.72,0.89,-0.89,-0.99,-3.61,-3.61,-3.61
185.79,-2.74,0.90,-2.75,0.90,-0.90,-0.98,-3.65,-3.65,-3.64
187.65,-2.77,0.91,-2.77,0.91,-0.91,-0.98,-3.68,-3.68,-3.68
189.52,-2.79,0.92,-2.79,0.92,-0.92,-0.97,-3.71,-3.71,-3.71
191.42,-2.82,0.92,-2.82,0.92,-0.93,-0.96,-3.74,-3.74,-3.74
193.33,-2.84,0.93,-2.84,0.93,-0.93,-0.95,-3.77,-3.77,-3.77
195.27,-2.87,0.93,-2.87,0.94,-0.93,-0.94,-3.80,-3.80,-3.80
197.22,-2.89,0.94,-2.89,0.94,-0.93,-0.92,-3.83,-3.83,-3.83
199.19,-2.92,0.94,-2.92,0.94,-0.93,-0.90,-3.85,-3.86,-3.86
201.18,-2.95,0.93,-2.95,0.93,-0.93,-0.88,-3.88,-3.88,-3.88
203.19,-2.98,0.92,-2.98,0.92,-0.92,-0.86,-3.90,-3.90,-3.90
205.23,-3.01,0.91,-3.01,0.91,-0.92,-0.84,-3.92,-3.92,-3.92
207.28,-3.03,0.90,-3.03,0.90,-0.90,-0.81,-3.94,-3.94,-3.93
209.35,-3.06,0.89,-3.06,0.89,-0.89,-0.79,-3.95,-3.95,-3.95
211.44,-3.09,0.88,-3.09,0.88,-0.88,-0.76,-3.96,-3.96,-3.97
213.56,-3.11,0.87,-3.11,0.86,-0.86,-0.73,-3.98,-3.98,-3.98
215.69,-3.14,0.84,-3.14,0.84,-0.85,-0.70,-3.99,-3.99,-3.98
217.85,-3.17,0.82,-3.17,0.82,-0.83,-0.67,-4.00,-4.00,-3.99
220.03,-3.20,0.81,-3.19,0.81,-0.81,-0.64,-4.00,-4.00,-4.00
222.23,-3.22,0.79,-3.22,0.79,-0.79,-0.61,-4.01,-4.01,-4.01
224.45,-3.24,0.77,-3.25,0.77,-0.76,-0.58,-4.01,-4.01,-4.01
226.70,-3.27,0.74,-3.27,0.74,-0.74,-0.54,-4.01,-4.01,-4.01
228.96,-3.30,0.71,-3.30,0.71,-0.71,-0.51,-4.01,-4.01,-4.01
231.25,-3.32,0.68,-3.32,0.68,-0.68,-0.48,-4.01,-4.01,-4.00
233.57,-3.35,0.65,-3.35,0.65,-0.65,-0.45,-4.01,-4.00,-4.00
235.90,-3.38,0.63,-3.38,0.62,-0.62,-0.41,-4.00,-4.00,-4.00
238.26,-3.40,0.59,-3.40,0.59,-0.59,-0.38,-3.99,-3.99,-3.99
240.64,-3.42,0.56,-3.42,0.56,-0.56,-0.35,-3.98,-3.98,-3.98
243.05,-3.45,0.52,-3.45,0.52,-0.52,-0.32,-3.97,-3.97,-3.97
245.48,-3.47,0.49,-3.47,0.49,-0.49,-0.28,-3.96,-3.96,-3.96
247.93,-3.50,0.45,-3.50,0.45,-0.45,-0.25,-3.95,-3.95,-3.95
250.41,-3.52,0.42,-3.52,0.42,-0.42,-0.22,-3.94,-3.94,-3.94
252.92,-3.55,0.37,-3.55,0.38,-0.37,-0.19,-3.92,-3.92,-3.92
255.45,-3.57,0.33,-3.57,0.33,-0.33,-0.16,-3.90,-3.90,-3.90
258.00,-3.60,0.29,-3.60,0.29,-0.29,-0.13,-3.88,-3.89,-3.89
260.58,-3.63,0.25,-3.63,0.25,-0.24,-0.10,-3.87,-3.87,-3.87
263.19,-3.66,0.20,-3.65,0.20,-0.20,-0.07,-3.85,-3.85,-3.85
265.82,-3.68,0.15,-3.68,0.15,-0.15,-0.04,-3.83,-3.83,-3.83
268.48,-3.71,0.10,-3.71,0.10,-0.10,-0.01,-3.81,-3.81,-3.81
271.16,-3.74,0.05,-3.74,0.05,-0.06,0.01,-3.79,-3.79,-3.79
273.87,-3.76,0.01,-3.76,0.01,-0.01,0.04,-3.77,-3.77,-3.77
276.61,-3.79,-0.03,-3.79,-0.03,0.04,0.07,-3.75,-3.75,-3.75
279.38,-3.81,-0.08,-3.81,-0.08,0.08,0.09,-3.73,-3.73,-3.73
282.17,-3.83,-0.12,-3.83,-0.12,0.12,0.12,-3.71,-3.71,-3.71
284.99,-3.86,-0.17,-3.86,-0.17,0.17,0.14,-3.69,-3.69,-3.69
287.84,-3.88,-0.21,-3.88,-0.21,0.21,0.16,-3.67,-3.67,-3.67
290.72,-3.90,-0.25,-3.90,-0.25,0.24,0.19,-3.65,-3.66,-3.65
293.63,-3.92,-0.28,-3.92,-0.28,0.28,0.21,-3.63,-3.63,-3.63
296.57,-3.93,-0.32,-3.93,-0.32,0.32,0.23,-3.61,-3.61,-3.61
299.53,-3.94,-0.35,-3.94,-0.35,0.35,0.25,-3.59,-3.59,-3.59
302.53,-3.95,-0.38,-3.95,-0.38,0.39,0.27,-3.56,-3.56,-3.57
305.55,-3.96,-0.42,-3.96,-0.42,0.42,0.29,-3.54,-3.54,-3.54
308.61,-3.97,-0.45,-3.97,-0.45,0.45,0.31,-3.52,-3.52,-3.52
311.69,-3.98,-0.49,-3.98,-0.49,0.49,0.33,-3.49,-3.49,-3.49
314.81,-3.98,-0.52,-3.98,-0.52,0.51,0.35,-3.47,-3.47,-3.46
317.96,-3.99,-0.55,-3.99,-0.55,0.54,0.37,-3.45,-3.45,-3.44
321.14,-3.99,-0.57,-3.99,-0.57,0.57,0.39,-3.42,-3.42,-3.42
324.35,-3.99,-0.59,-3.99,-0.59,0.59,0.40,-3.40,-3.40,-3.40
327.59,-4.00,-0.61,-4.00,-0.61,0.62,0.42,-3.38,-3.38,-3.38
330.87,-4.00,-0.64,-4.00,-0.64,0.64,0.44,-3.36,-3.36,-3.36
334.18,-4.00,-0.66,-4.00,-0.66,0.66,0.45,-3.34,-3.34,-3.34
337.52,-4.00,-0.68,-4.00,-0.68,0.68,0.47,-3.32,-3.32,-3.32
340.90,-4.00,-0.70,-4.00,-0.70,0.70,0.48,-3.30,-3.30,-3.30
344.30,-4.00,-0.71,-4.00,-0.71,0.72,0.50,-3.28,-3.28,-3.28
347.75,-4.00,-0.73,-4.00,-0.73,0.74,0.51,-3.26,-3.26,-3.26
351.23,-4.00,-0.75,-4.00,-0.75,0.75,0.53,-3.24,-3.24,-3.24
354.74,-4.00,-0.77,-4.00,-0.77,0.77,0.54,-3.22,-3.22,-3.22
358.28,-4.00,-0.79,-4.00,-0.79,0.79,0.55,-3.21,-3.21,-3.21
361.87,-4.00,-0.81,-4.00,-0.81,0.81,0.56,-3.19,-3.19,-3.19
365.49,-4.00,-0.82,-4.00,-0.82,0.82,0.58,-3.18,-3.18,-3.17
369.14,-3.99,-0.83,-3.99,-0.83,0.83,0.59,-3.16,-3.16,-3.16
372.83,-3.98,-0.84,-3.98,-0.84,0.84,0.60,-3.15,-3.15,-3.14
376.56,-3.97,-0.84,-3.97,-0.85,0.84,0.61,-3.13,-3.13,-3.13
380.33,-3.96,-0.85,-3.96,-0.85,0.85,0.62,-3.12,-3.12,-3.11
384.13,-3.95,-0.85,-3.95,-0.85,0.85,0.63,-3.10,-3.10,-3.10
387.97,-3.94,-0.85,-3.94,-0.85,0.85,0.65,-3.09,-3.09,-3.09
391.85,-3.93,-0.85,-3.93,-0.85,0.86,0.66,-3.08,-3.08,-3.08
395.77,-3.92,-0.86,-3.92,-0.86,0.86,0.67,-3.06,-3.06,-3.06
399.73,-3.91,-0.86,-3.92,-0.86,0.86,0.68,-3.05,-3.05,-3.05
403.72,-3.91,-0.87,-3.91,-0.87,0.87,0.69,-3.04,-3.04,-3.04
407.76,-3.90,-0.87,-3.90,-0.87,0.88,0.69,-3.03,-3.03,-3.03
411.84,-3.90,-0.88,-3.90,-0.88,0.88,0.70,-3.02,-3.02,-3.02
415.96,-3.90,-0.89,-3.90,-0.89,0.89,0.71,-3.01,-3.01,-3.01
420.12,-3.90,-0.90,-3.90,-0.90,0.90,0.72,-3.00,-3.00,-3.00
424.32,-3.90,-0.91,-3.90,-0.90,0.90,0.73,-2.99,-2.99,-2.99
428.56,-3.89,-0.91,-3.89,-0.91,0.91,0.74,-2.98,-2.98,-2.98
432.85,-3.88,-0.91,-3.88,-0.91,0.91,0.75,-2.97,-2.97,-2.97
