frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
324.35,1.06,4.46,1.06,4.46,-4.46,-4.44,-3.40,-3.40,-3.40
327.59,1.02,4.40,1.02,4.40,-4.40,-4.37,-3.38,-3.38,-3.38
330.87,0.97,4.34,0.98,4.34,-4.34,-4.31,-3.36,-3.36,-3.36
334.18,0.93,4.28,0.93,4.28,-4.28,-4.24,-3.35,-3.34,-3.34
337.52,0.89,4.22,0.90,4.22,-4.22,-4.17,-3.33,-3.33,-3.32
340.90,0.86,4.16,0.86,4.16,-4.16,-4.11,-3.31,-3.31,-3.30
344.30,0.82,4.11,0.82,4.10,-4.11,-4.04,-3.28,-3.28,-3.28
347.75,0.79,4.05,0.79,4.05,-4.05,-3.98,-3.26,-3.26,-3.26
351.23,0.75,3.99,0.75,3.99,-3.99,-3.92,-3.24,-3.24,-3.24
354.74,0.71,3.93,0.71,3.94,-3.93,-3.86,-3.22,-3.22,-3.22
358.28,0.67,3.88,0.67,3.88,-3.87,-3.80,-3.20,-3.20,-3.21
361.87,0.62,3.81,0.62,3.81,-3.81,-3.74,-3.19,-3.19,-3.19
365.49,0.57,3.74,0.57,3.74,-3.74,-3.68,-3.17,-3.17,-3.17
369.14,0.52,3.68,0.52,3.67,-3.68,-3.63,-3.16,-3.16,-3.16
372.83,0.46,3.60,0.46,3.61,-3.61,-3.57,-3.15,-3.14,-3.14
376.56,0.41,3.55,0.41,3.54,-3.54,-3.52,-3.13,-3.13,-3.13
380.33,0.37,3.48,0.37,3.48,-3.48,-3.46,-3.11,-3.12,-3.11
384.13,0.32,3.42,0.32,3.42,-3.42,-3.41,-3.10,-3.10,-3.10
387.97,0.28,3.37,0.28,3.37,-3.37,-3.36,-3.09,-3.09,-3.09
391.85,0.24,3.32,0.24,3.32,-3.32,-3.31,-3.08,-3.08,-3.08
395.77,0.21,3.27,0.21,3.27,-3.28,-3.27,-3.07,-3.07,-3.06
399.73,0.18,3.23,0.18,3.23,-3.24,-3.22,-3.06,-3.06,-3.05
403.72,0.16,3.20,0.16,3.20,-3.21,-3.18,-3.05,-3.05,-3.04
407.76,0.14,3.17,0.14,3.17,-3.18,-3.13,-3.03,-3.03,-3.03
411.84,0.13,3.15,0.13,3.15,-3.15,-3.09,-3.02,-3.02,-3.02
415.96,0.11,3.13,0.11,3.12,-3.12,-3.05,-3.00,-3.00,-3.01
420.12,0.09,3.09,0.09,3.09,-3.08,-3.01,-2.99,-2.99,-3.00
424.32,0.07,3.06,0.07,3.06,-3.05,-2.97,-2.98,-2.98,-2.99
428.56,0.03,3.01,0.03,3.01,-3.00,-2.93,-2.97,-2.97,-2.98
432.85,-0.01,2.96,-0.01,2.96,-2.96,-2.89,-2.97,-2.97,-2.97
437.18,-0.06,2.90,-0.05,2.90,-2.91,-2.86,-2.96,-2.96,-2.96
441.55,-0.10,2.84,-0.10,2.85,-2.85,-2.82,-2.95,-2.95,-2.94
445.96,-0.14,2.80,-0.14,2.79,-2.80,-2.79,-2.93,-2.93,-2.93
450.42,-0.18,2.74,-0.18,2.74,-2.74,-2.76,-2.92,-2.92,-2.92
454.93,-0.22,2.68,-0.22,2.69,-2.69,-2.73,-2.91,-2.91,-2.90
459.48,-0.25,2.64,-0.25,2.64,-2.64,-2.70,-2.90,-2.90,-2.89
464.07,-0.29,2.60,-0.28,2.59,-2.60,-2.67,-2.88,-2.88,-2.88
