frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
33.55,8.22,6.25,8.22,6.26,-6.26,-6.41,1.96,1.96,1.97
33.89,8.20,6.24,8.20,6.24,-6.24,-6.40,1.96,1.96,1.96
34.23,8.18,6.23,8.18,6.23,-6.23,-6.39,1.95,1.95,1.95
34.57,8.15,6.21,8.15,6.21,-6.21,-6.38,1.94,1.94,1.94
34.92,8.13,6.20,8.13,6.20,-6.20,-6.37,1.93,1.93,1.93
35.27,8.11,6.19,8.11,6.19,-6.19,-6.36,1.92,1.92,1.92
35.62,8.08,6.17,8.08,6.17,-6.17,-6.34,1.91,1.91,1.91
35.97,8.06,6.16,8.06,6.16,-6.16,-6.33,1.90,1.90,1.90
36.33,8.03,6.15,8.03,6.15,-6.15,-6.32,1.89,1.89,1.89
36.70,8.01,6.13,8.01,6.13,-6.13,-6.31,1.88,1.88,1.88
37.06,7.99,6.12,7.99,6.12,-6.12,-6.29,1.87,1.87,1.87
37.43,7.96,6.10,7.96,6.10,-6.10,-6.28,1.86,1.86,1.86
37.81,7.94,6.09,7.94,6.09,-6.09,-6.27,1.85,1.85,1.85
38.19,7.91,6.07,7.91,6.07,-6.07,-6.25,1.84,1.84,1.84
38.57,7.88,6.06,7.88,6.06,-6.06,-6.24,1.83,1.83,1.83
38.95,7.86,6.04,7.86,6.04,-6.05,-6.23,1.81,1.81,1.82
39.34,7.83,6.03,7.83,6.03,-6.03,-6.21,1.80,1.80,1.80
39.74,7.81,6.02,7.81,6.02,-6.02,-6.20,1.79,1.79,1.79
40.14,7.78,6.00,7.78,6.00,-6.00,-6.19,1.78,1.78,1.78
40.54,7.75,5.99,7.75,5.99,-5.98,-6.17,1.77,1.77,1.77
40.94,7.73,5.97,7.73,5.97,-5.97,-6.16,1.76,1.76,1.76
41.35,7.70,5.95,7.70,5.95,-5.95,-6.15,1.75,1.75,1.75
41.76,7.67,5.94,7.67,5.94,-5.93,-6.13,1.74,1.74,1.74
42.18,7.65,5.92,7.65,5.92,-5.92,-6.12,1.73,1.73,1.73
42.60,7.62,5.90,7.62,5.90,-5.90,-6.10,1.72,1.72,1.72
43.03,7.59,5.88,7.59,5.88,-5.89,-6.09,1.70,1.70,1.71
43.46,7.56,5.87,7.56,5.87,-5.88,-6.07,1.68,1.68,1.69
43.90,7.53,5.86,7.53,5.86,-5.87,-6.06,1.67,1.67,1.67
44.33,7.51,5.86,7.51,5.86,-5.85,-6.04,1.65,1.65,1.65
44.78,7.48,5.85,7.48,5.85,-5.84,-6.03,1.63,1.63,1.63
45.23,7.45,5.84,7.45,5.84,-5.83,-6.02,1.62,1.62,1.61
45.68,7.42,5.82,7.42,5.82,-5.82,-6.00,1.60,1.60,1.60
46.13,7.39,5.81,7.39,5.81,-5.81,-5.99,1.58,1.58,1.58
46.60,7.36,5.79,7.36,5.79,-5.79,-5.97,1.57,1.57,1.57
47.06,7.33,5.78,7.33,5.78,-5.78,-5.95,1.55,1.55,1.55
47.53,7.30,5.77,7.30,5.76,-5.77,-5.94,1.53,1.53,1.53
48.01,7.27,5.75,7.27,5.75,-5.76,-5.92,1.51,1.51,1.52
48.49,7.24,5.75,7.24,5.75,-5.75,-5.91,1.48,1.48,1.49
48.97,7.21,5.75,7.20,5.75,-5.75,-5.89,1.46,1.46,1.46
49.46,7.17,5.75,7.17,5.75,-5.74,-5.88,1.43,1.43,1.43
49.96,7.14,5.74,7.14,5.74,-5.73,-5.86,1.41,1.41,1.40
50.46,7.11,5.73,7.11,5.73,-5.73,-5.85,1.38,1.38,1.38
50.96,7.08,5.72,7.08,5.72,-5.72,-5.83,1.36,1.36,1.36
51.47,7.05,5.72,7.05,5.71,-5.71,-5.82,1.33,1.33,1.33
51.99,7.01,5.70,7.01,5.70,-5.70,-5.80,1.31,1.31,1.31
52.51,6.98,5.69,6.98,5.69,-5.69,-5.79,1.29,1.29,1.29
53.03,6.95,5.68,6.95,5.68,-5.68,-5.77,1.26,1.26,1.27
53.56,6.91,5.67,6.91,5.67,-5.67,-5.75,1.24,1.24,1.24
54.10,6.88,5.66,6.88,5.66,-5.66,-5.74,1.22,1.22,1.22
54.64,6.84,5.66,6.84,5.65,-5.65,-5.72,1.19,1.19,1.19
55.18,6.81,5.64,6.81,5.64,-5.64,-5.71,1.17,1.17,1.17
55.74,6.78,5.64,6.78,5.63,-5.63,-5.69,1.14,1.14,1.14
56.29,6.74,5.62,6.74,5.62,-5.62,-5.68,1.12,1.12,1.12
56.86,6.71,5.61,6.71,5.61,-5.61,-5.66,1.10,1.10,1.10
57.42,6.67,5.60,6.67,5.60,-5.60,-5.65,1.07,1.07,1.07
58.00,6.63,5.59,6.63,5.59,-5.58,-5.63,1.05,1.05,1.05
58.58,6.60,5.57,6.60,5.57,-5.57,-5.61,1.03,1.03,1.03
59.16,6.56,5.55,6.56,5.55,-5.56,-5.60,1.01,1.01,1.01
59.76,6.53,5.54,6.53,5.54,-5.55,-5.58,0.98,0.98,0.99
60.35,6.49,5.53,6.49,5.53,-5.54,-5.57,0.95,0.95,0.96
60.96,6.45,5.52,6.45,5.52,-5.53,-5.55,0.92,0.92,0.93
61.57,6.41,5.52,6.41,5.52,-5.52,-5.54,0.89,0.89,0.89
62.18,6.38,5.52,6.38,5.52,-5.51,-5.52,0.86,0.86,0.86
62.80,6.34,5.51,6.34,5.51,-5.50,-5.51,0.83,0.83,0.83
63.43,6.30,5.50,6.30,5.50,-5.50,-5.50,0.80,0.80,0.80
64.07,6.26,5.49,6.26,5.49,-5.49,-5.48,0.77,0.77,0.77
64.71,6.22,5.47,6.22,5.48,-5.48,-5.47,0.74,0.74,0.75
65.35,6.18,5.46,6.18,5.46,-5.47,-5.45,0.72,0.72,0.72
66.01,6.14,5.45,6.14,5.45,-5.46,-5.44,0.69,0.69,0.69
66.67,6.10,5.44,6.10,5.44,-5.44,-5.42,0.66,0.66,0.66
67.33,6.06,5.43,6.06,5.43,-5.43,-5.41,0.63,0.63,0.63
68.01,6.02,5.42,6.02,5.42,-5.42,-5.40,0.60,0.60,0.60
68.69,5.98,5.41,5.98,5.41,-5.41,-5.38,0.57,0.57,0.57
69.37,5.94,5.40,5.94,5.40,-5.40,-5.37,0.54,0.54,0.54
70.07,5.90,5.39,5.90,5.39,-5.39,-5.36,0.51,0.51,0.51
70.77,5.86,5.38,5.86,5.38,-5.38,-5.34,0.48,0.48,0.48
71.48,5.82,5.37,5.82,5.37,-5.37,-5.33,0.44,0.44,0.45
72.19,5.77,5.37,5.77,5.36,-5.36,-5.32,0.41,0.41,0.41
72.91,5.73,5.35,5.73,5.36,-5.36,-5.31,0.38,0.38,0.38
73.64,5.69,5.35,5.69,5.35,-5.35,-5.30,0.34,0.34,0.34
74.38,5.65,5.34,5.65,5.34,-5.34,-5.28,0.31,0.31,0.31
75.12,5.60,5.33,5.60,5.33,-5.33,-5.27,0.27,0.27,0.27
75.87,5.56,5.32,5.56,5.32,-5.32,-5.26,0.24,0.24,0.24
76.63,5.51,5.31,5.51,5.31,-5.31,-5.25,0.21,0.21,0.21
77.40,5.47,5.29,5.47,5.30,-5.30,-5.24,0.17,0.17,0.18
78.17,5.43,5.29,5.43,5.28,-5.28,-5.23,0.14,0.14,0.14
78.95,5.38,5.27,5.38,5.27,-5.27,-5.22,0.11,0.11,0.11
79.74,5.34,5.26,5.34,5.26,-5.26,-5.21,0.08,0.08,0.08
80.54,5.29,5.25,5.29,5.25,-5.25,-5.20,0.04,0.04,0.04
81.35,5.24,5.24,5.24,5.24,-5.24,-5.19,0.01,0.01,0.01
82.16,5.20,5.23,5.20,5.23,-5.23,-5.18,-0.03,-0.03,-0.03
82.98,5.15,5.21,5.15,5.22,-5.22,-5.17,-0.06,-0.06,-0.06
83.81,5.10,5.21,5.10,5.21,-5.20,-5.16,-0.10,-0.10,-0.10
84.65,5.06,5.20,5.06,5.19,-5.19,-5.15,-0.14,-0.14,-0.14
85.50,5.01,5.18,5.01,5.18,-5.18,-5.14,-0.17,-0.17,-0.17
86.35,4.96,5.17,4.96,5.17,-5.17,-5.14,-0.21,-0.21,-0.21
87.22,4.91,5.17,4.91,5.16,-5.17,-5.13,-0.25,-0.25,-0.25
88.09,4.87,5.16,4.87,5.16,-5.16,-5.12,-0.29,-0.29,-0.29
88.97,4.82,5.15,4.82,5.15,-5.15,-5.11,-0.33,-0.33,-0.33
89.86,4.77,5.14,4.77,5.14,-5.14,-5.11,-0.37,-0.37,-0.37
90.76,4.72,5.14,4.72,5.14,-5.14,-5.10,-0.42,-0.42,-0.42
91.66,4.67,5.13,4.67,5.13,-5.13,-5.09,-0.46,-0.46,-0.46
92.58,4.62,5.13,4.62,5.13,-5.13,-5.09,-0.51,-0.51,-0.51
93.51,4.57,5.12,4.57,5.12,-5.12,-5.08,-0.55,-0.55,-0.55
94.44,4.52,5.11,4.52,5.11,-5.12,-5.08,-0.60,-0.60,-0.59
95.39,4.47,5.11,4.47,5.11,-5.11,-5.07,-0.64,-0.64,-0.64
96.34,4.42,5.11,4.42,5.11,-5.11,-5.07,-0.69,-0.69,-0.69
97.30,4.37,5.11,4.37,5.11,-5.11,-5.06,-0.74,-0.74,-0.74
98.28,4.32,5.11,4.32,5.10,-5.10,-5.06,-0.79,-0.79,-0.79
99.26,4.26,5.09,4.26,5.10,-5.10,-5.05,-0.84,-0.84,-0.83
100.25,4.21,5.09,4.21,5.09,-5.09,-5.05,-0.88,-0.88,-0.88
101.25,4.16,5.09,4.16,5.09,-5.09,-5.05,-0.93,-0.93,-0.93
102.27,4.11,5.09,4.11,5.09,-5.08,-5.04,-0.98,-0.98,-0.98
103.29,4.05,5.08,4.05,5.08,-5.08,-5.04,-1.02,-1.03,-1.03
104.32,4.00,5.07,4.00,5.07,-5.07,-5.04,-1.07,-1.07,-1.07
105.37,3.94,5.06,3.94,5.06,-5.06,-5.04,-1.12,-1.12,-1.12
106.42,3.88,5.05,3.88,5.05,-5.05,-5.03,-1.17,-1.17,-1.17
107.48,3.82,5.05,3.82,5.05,-5.04,-5.03,-1.22,-1.22,-1.22
108.56,3.76,5.04,3.76,5.04,-5.04,-5.03,-1.27,-1.27,-1.27
109.64,3.71,5.03,3.71,5.03,-5.03,-5.03,-1.32,-1.32,-1.32
110.74,3.65,5.02,3.65,5.02,-5.02,-5.03,-1.37,-1.37,-1.37
111.85,3.59,5.01,3.59,5.01,-5.01,-5.03,-1.43,-1.43,-1.42
112.97,3.53,5.01,3.53,5.00,-5.01,-5.02,-1.48,-1.48,-1.48
114.10,3.46,5.00,3.46,5.00,-5.00,-5.02,-1.53,-1.53,-1.53
115.24,3.40,4.99,3.40,4.99,-4.99,-5.02,-1.59,-1.59,-1.59
116.39,3.34,4.98,3.34,4.99,-4.99,-5.02,-1.64,-1.64,-1.64
117.55,3.28,4.98,3.28,4.98,-4.98,-5.02,-1.70,-1.70,-1.70
118.73,3.22,4.97,3.22,4.97,-4.97,-5.02,-1.75,-1.75,-1.75
119.92,3.16,4.96,3.16,4.96,-4.96,-5.02,-1.80,-1.80,-1.80
121.12,3.10,4.95,3.10,4.95,-4.95,-5.02,-1.85,-1.85,-1.85
122.33,3.04,4.94,3.04,4.94,-4.94,-5.02,-1.90,-1.90,-1.90
123.55,2.98,4.93,2.98,4.93,-4.94,-5.02,-1.95,-1.95,-1.95
124.79,2.92,4.92,2.92,4.92,-4.93,-5.01,-2.00,-2.00,-2.00
126.03,2.86,4.92,2.86,4.92,-4.92,-5.01,-2.06,-2.06,-2.05
127.29,2.81,4.91,2.81,4.91,-4.91,-5.01,-2.11,-2.11,-2.10
128.57,2.75,4.91,2.75,4.90,-4.90,-5.01,-2.16,-2.16,-2.16
129.85,2.69,4.90,2.69,4.90,-4.90,-5.01,-2.21,-2.21,-2.21
131.15,2.63,4.89,2.63,4.89,-4.89,-5.01,-2.26,-2.26,-2.26
132.46,2.57,4.88,2.57,4.88,-4.88,-5.00,-2.31,-2.31,-2.31
133.79,2.51,4.86,2.51,4.87,-4.87,-5.00,-2.36,-2.36,-2.35
135.12,2.46,4.86,2.46,4.85,-4.86,-5.00,-2.40,-2.40,-2.40
136.48,2.40,4.84,2.40,4.84,-4.85,-4.99,-2.45,-2.45,-2.44
137.84,2.34,4.83,2.34,4.83,-4.83,-4.99,-2.49,-2.49,-2.49
139.22,2.28,4.82,2.28,4.82,-4.82,-4.99,-2.53,-2.53,-2.54
140.61,2.22,4.81,2.22,4.80,-4.80,-4.98,-2.57,-2.57,-2.58
142.02,2.17,4.78,2.17,4.78,-4.78,-4.98,-2.61,-2.61,-2.61
143.44,2.11,4.76,2.11,4.76,-4.76,-4.97,-2.65,-2.65,-2.65
144.87,2.06,4.75,2.06,4.75,-4.75,-4.96,-2.69,-2.69,-2.69
146.32,2.00,4.73,2.00,4.73,-4.73,-4.96,-2.73,-2.73,-2.73
147.78,1.94,4.71,1.94,4.71,-4.71,-4.95,-2.77,-2.77,-2.76
149.26,1.89,4.69,1.89,4.69,-4.69,-4.94,-2.80,-2.80,-2.80
150.75,1.83,4.68,1.83,4.67,-4.68,-4.93,-2.84,-2.84,-2.84
152.26,1.78,4.66,1.78,4.66,-4.66,-4.92,-2.88,-2.88,-2.88
153.78,1.72,4.65,1.72,4.65,-4.65,-4.91,-2.92,-2.92,-2.92
155.32,1.67,4.63,1.67,4.63,-4.63,-4.90,-2.96,-2.96,-2.96
156.88,1.62,4.62,1.62,4.62,-4.62,-4.88,-3.00,-3.00,-3.00
158.44,1.56,4.60,1.56,4.60,-4.60,-4.87,-3.04,-3.04,-3.04
160.03,1.51,4.59,1.51,4.59,-4.59,-4.85,-3.08,-3.08,-3.08
161.63,1.46,4.58,1.46,4.58,-4.58,-4.84,-3.12,-3.12,-3.12
163.24,1.41,4.57,1.41,4.57,-4.57,-4.82,-3.16,-3.16,-3.16
164.88,1.36,4.55,1.36,4.55,-4.55,-4.80,-3.20,-3.20,-3.19
166.53,1.31,4.54,1.31,4.54,-4.54,-4.78,-3.23,-3.23,-3.23
168.19,1.26,4.53,1.26,4.53,-4.53,-4.76,-3.27,-3.27,-3.27
169.87,1.21,4.52,1.21,4.52,-4.52,-4.74,-3.31,-3.31,-3.31
171.57,1.16,4.51,1.16,4.51,-4.51,-4.71,-3.35,-3.35,-3.35
173.29,1.11,4.49,1.11,4.50,-4.50,-4.69,-3.39,-3.39,-3.38
175.02,1.07,4.49,1.07,4.49,-4.49,-4.66,-3.42,-3.42,-3.42
176.77,1.02,4.48,1.02,4.48,-4.48,-4.63,-3.46,-3.46,-3.46
178.54,0.97,4.48,0.97,4.48,-4.47,-4.60,-3.50,-3.50,-3.50
180.32,0.93,4.47,0.93,4.47,-4.47,-4.57,-3.54,-3.54,-3.54
182.13,0.88,4.45,0.88,4.46,-4.46,-4.54,-3.57,-3.57,-3.57
183.95,0.84,4.45,0.84,4.45,-4.45,-4.51,-3.61,-3.61,-3.61
185.79,0.79,4.44,0.79,4.44,-4.44,-4.47,-3.64,-3.64,-3.64
187.65,0.75,4.43,0.75,4.43,-4.43,-4.43,-3.68,-3.68,-3.68
189.52,0.71,4.42,0.71,4.42,-4.42,-4.40,-3.71,-3.71,-3.71
191.42,0.66,4.40,0.66,4.40,-4.40,-4.36,-3.74,-3.74,-3.74
193.33,0.62,4.39,0.61,4.39,-4.39,-4.31,-3.77,-3.77,-3.77
195.27,0.57,4.37,0.57,4.37,-4.37,-4.27,-3.80,-3.80,-3.80
197.22,0.52,4.35,0.52,4.35,-4.35,-4.23,-3.83,-3.83,-3.83
199.19,0.47,4.33,0.47,4.33,-4.33,-4.18,-3.86,-3.85,-3.86
201.18,0.42,4.30,0.42,4.31,-4.30,-4.13,-3.88,-3.88,-3.88
203.19,0.37,4.27,0.37,4.27,-4.27,-4.08,-3.90,-3.90,-3.90
205.23,0.32,4.24,0.32,4.23,-4.24,-4.03,-3.92,-3.92,-3.92
207.28,0.26,4.19,0.26,4.20,-4.20,-3.98,-3.94,-3.94,-3.93
209.35,0.20,4.16,0.20,4.16,-4.16,-3.93,-3.95,-3.95,-3.95
211.44,0.15,4.12,0.15,4.11,-4.11,-3.87,-3.97,-3.97,-3.97
213.56,0.09,4.07,0.09,4.07,-4.07,-3.82,-3.98,-3.98,-3.98
215.69,0.03,4.01,0.03,4.01,-4.01,-3.76,-3.99,-3.99,-3.98
217.85,-0.04,3.96,-0.04,3.96,-3.96,-3.70,-3.99,-3.99,-3.99
220.03,-0.10,3.90,-0.10,3.90,-3.90,-3.64,-4.00,-4.00,-4.00
222.23,-0.17,3.84,-0.17,3.84,-3.84,-3.58,-4.01,-4.01,-4.01
224.45,-0.24,3.77,-0.24,3.77,-3.77,-3.52,-4.01,-4.01,-4.01
226.70,-0.31,3.70,-0.31,3.70,-3.70,-3.45,-4.01,-4.01,-4.01
228.96,-0.38,3.63,-0.38,3.62,-3.63,-3.39,-4.01,-4.01,-4.01
231.25,-0.46,3.54,-0.46,3.55,-3.55,-3.32,-4.01,-4.01,-4.00
233.57,-0.53,3.47,-0.53,3.47,-3.47,-3.25,-4.00,-4.00,-4.00
235.90,-0.61,3.39,-0.61,3.39,-3.39,-3.18,-4.00,-4.00,-4.00
238.26,-0.68,3.31,-0.68,3.31,-3.31,-3.11,-3.99,-3.99,-3.99
240.64,-0.76,3.23,-0.76,3.23,-3.23,-3.04,-3.98,-3.98,-3.98
243.05,-0.83,3.14,-0.83,3.14,-3.14,-2.97,-3.97,-3.97,-3.97
245.48,-0.91,3.05,-0.91,3.05,-3.05,-2.90,-3.96,-3.96,-3.96
247.93,-0.99,2.97,-0.99,2.97,-2.96,-2.83,-3.95,-3.95,-3.95
250.41,-1.07,2.87,-1.07,2.87,-2.87,-2.75,-3.94,-3.94,-3.94
252.92,-1.15,2.77,-1.15,2.77,-2.77,-2.68,-3.92,-3.92,-3.92
255.45,-1.23,2.67,-1.23,2.67,-2.67,-2.60,-3.91,-3.91,-3.90
258.00,-1.32,2.57,-1.32,2.57,-2.57,-2.53,-3.89,-3.89,-3.89
260.58,-1.40,2.47,-1.40,2.47,-2.47,-2.45,-3.87,-3.87,-3.87
263.19,-1.49,2.36,-1.49,2.37,-2.36,-2.37,-3.85,-3.85,-3.85
265.82,-1.57,2.26,-1.57,2.26,-2.26,-2.29,-3.83,-3.83,-3.83
268.48,-1.66,2.15,-1.66,2.15,-2.16,-2.22,-3.81,-3.81,-3.81
271.16,-1.74,2.05,-1.74,2.05,-2.05,-2.14,-3.79,-3.79,-3.79
273.87,-1.82,1.95,-1.82,1.95,-1.95,-2.06,-3.77,-3.77,-3.77
276.61,-1.90,1.85,-1.90,1.85,-1.85,-1.98,-3.75,-3.75,-3.75
279.38,-1.98,1.75,-1.98,1.75,-1.75,-1.90,-3.73,-3.73,-3.73
282.17,-2.06,1.65,-2.06,1.66,-1.66,-1.82,-3.71,-3.71,-3.71
284.99,-2.13,1.56,-2.13,1.56,-1.56,-1.74,-3.69,-3.69,-3.69
287.84,-2.20,1.47,-2.20,1.47,-1.47,-1.66,-3.67,-3.67,-3.67
290.72,-2.27,1.38,-2.27,1.38,-1.38,-1.58,-3.65,-3.65,-3.65
293.63,-2.34,1.29,-2.34,1.29,-1.29,-1.50,-3.63,-3.63,-3.63
296.57,-2.41,1.21,-2.41,1.21,-1.21,-1.42,-3.61,-3.61,-3.61
299.53,-2.47,1.12,-2.47,1.12,-1.12,-1.34,-3.59,-3.59,-3.59
302.53,-2.54,1.04,-2.53,1.03,-1.03,-1.26,-3.57,-3.57,-3.57
305.55,-2.59,0.95,-2.59,0.95,-0.95,-1.18,-3.54,-3.54,-3.54
308.61,-2.65,0.87,-2.65,0.87,-0.86,-1.11,-3.52,-3.52,-3.52
311.69,-2.71,0.78,-2.71,0.78,-0.78,-1.03,-3.49,-3.49,-3.49
314.81,-2.77,0.70,-2.77,0.70,-0.70,-0.95,-3.47,-3.47,-3.46
317.96,-2.82,0.62,-2.82,0.62,-0.63,-0.87,-3.45,-3.45,-3.44
321.14,-2.87,0.55,-2.87,0.55,-0.55,-0.79,-3.42,-3.42,-3.42
324.35,-2.92,0.48,-2.92,0.48,-0.48,-0.71,-3.40,-3.40,-3.40
327.59,-2.97,0.42,-2.97,0.42,-0.41,-0.64,-3.38,-3.38,-3.38
330.87,-3.01,0.35,-3.01,0.35,-0.35,-0.56,-3.36,-3.36,-3.36
334.18,-3.05,0.29,-3.06,0.29,-0.28,-0.49,-3.34,-3.34,-3.34
337.52,-3.10,0.22,-3.10,0.22,-0.22,-0.41,-3.32,-3.32,-3.32
340.90,-3.14,0.16,-3.14,0.16,-0.16,-0.34,-3.30,-3.30,-3.30
344.30,-3.18,0.10,-3.18,0.10,-0.10,-0.26,-3.28,-3.28,-3.28
347.75,-3.22,0.04,-3.22,0.04,-0.04,-0.19,-3.26,-3.26,-3.26
351.23,-3.26,-0.02,-3.26,-0.02,0.02,-0.12,-3.24,-3.24,-3.24
354.74,-3.30,-0.08,-3.30,-0.07,0.07,-0.05,-3.22,-3.22,-3.22
358.28,-3.34,-0.13,-3.34,-0.13,0.13,0.03,-3.21,-3.21,-3.21
361.87,-3.38,-0.19,-3.38,-0.19,0.19,0.10,-3.19,-3.19,-3.19
365.49,-3.42,-0.25,-3.42,-0.24,0.25,0.16,-3.17,-3.17,-3.17
369.14,-3.46,-0.30,-3.46,-0.30,0.30,0.23,-3.16,-3.16,-3.16
372.83,-3.50,-0.36,-3.50,-0.36,0.36,0.30,-3.14,-3.14,-3.14
376.56,-3.54,-0.41,-3.54,-0.42,0.41,0.37,-3.13,-3.13,-3.13
380.33,-3.59,-0.47,-3.59,-0.47,0.47,0.43,-3.12,-3.12,-3.11
384.13,-3.63,-0.53,-3.63,-0.52,0.52,0.50,-3.10,-3.10,-3.10
387.97,-3.67,-0.58,-3.67,-0.58,0.57,0.56,-3.09,-3.09,-3.09
391.85,-3.71,-0.62,-3.70,-0.63,0.63,0.62,-3.08,-3.08,-3.08
395.77,-3.74,-0.68,-3.74,-0.68,0.68,0.68,-3.06,-3.06,-3.06
399.73,-3.78,-0.72,-3.78,-0.72,0.73,0.74,-3.05,-3.05,-3.05
403.72,-3.81,-0.77,-3.81,-0.77,0.78,0.80,-3.04,-3.04,-3.04
407.76,-3.85,-0.82,-3.85,-0.82,0.82,0.86,-3.03,-3.03,-3.03
411.84,-3.89,-0.87,-3.89,-0.87,0.87,0.92,-3.02,-3.02,-3.02
415.96,-3.93,-0.92,-3.93,-0.92,0.92,0.97,-3.01,-3.01,-3.01
420.12,-3.97,-0.97,-3.97,-0.97,0.97,1.03,-3.00,-3.00,-3.00
424.32,-4.01,-1.02,-4.01,-1.02,1.02,1.08,-2.99,-3.00,-2.99
428.56,-4.05,-1.07,-4.05,-1.06,1.06,1.13,-2.99,-2.99,-2.98
432.85,-4.08,-1.10,-4.08,-1.10,1.10,1.18,-2.97,-2.97,-2.97
437.18,-4.10,-1.14,-4.10,-1.14,1.14,1.23,-2.96,-2.96,-2.96
441.55,-4.12,-1.18,-4.12,-1.18,1.18,1.28,-2.95,-2.95,-2.94
445.96,-4.14,-1.21,-4.14,-1.21,1.21,1.33,-2.93,-2.93,-2.93
450.42,-4.16,-1.24,-4.16,-1.24,1.24,1.37,-2.92,-2.92,-2.92
