frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
56.29,-7.59,-8.71,-7.59,-8.71,8.71,8.72,1.12,1.12,1.12
56.86,-7.56,-8.66,-7.56,-8.65,8.66,8.66,1.10,1.10,1.10
57.42,-7.53,-8.60,-7.53,-8.60,8.61,8.61,1.07,1.07,1.07
58.00,-7.50,-8.55,-7.50,-8.55,8.55,8.55,1.05,1.05,1.05
58.58,-7.47,-8.50,-7.47,-8.50,8.50,8.49,1.03,1.03,1.03
59.16,-7.44,-8.45,-7.44,-8.45,8.45,8.43,1.01,1.01,1.01
59.76,-7.41,-8.40,-7.41,-8.40,8.39,8.38,0.98,0.98,0.99
60.35,-7.38,-8.34,-7.38,-8.34,8.34,8.32,0.95,0.95,0.96
60.96,-7.36,-8.28,-7.35,-8.28,8.28,8.26,0.92,0.92,0.93
61.57,-7.33,-8.21,-7.33,-8.22,8.22,8.20,0.89,0.89,0.89
62.18,-7.29,-8.15,-7.30,-8.15,8.16,8.14,0.86,0.86,0.86
62.80,-7.26,-8.09,-7.26,-8.09,8.10,8.08,0.83,0.83,0.83
63.43,-7.23,-8.03,-7.23,-8.03,8.04,8.01,0.80,0.80,0.80
64.07,-7.20,-7.97,-7.20,-7.98,7.98,7.95,0.77,0.77,0.77
64.71,-7.17,-7.92,-7.17,-7.92,7.92,7.89,0.74,0.74,0.75
65.35,-7.14,-7.86,-7.14,-7.86,7.86,7.83,0.72,0.72,0.72
66.01,-7.11,-7.80,-7.11,-7.80,7.80,7.76,0.69,0.69,0.69
66.67,-7.08,-7.74,-7.08,-7.74,7.74,7.70,0.66,0.66,0.66
67.33,-7.05,-7.68,-7.05,-7.68,7.68,7.63,0.63,0.63,0.63
68.01,-7.02,-7.62,-7.02,-7.62,7.62,7.57,0.60,0.60,0.60
68.69,-6.99,-7.56,-6.99,-7.56,7.56,7.50,0.57,0.57,0.57
69.37,-6.96,-7.49,-6.96,-7.49,7.49,7.44,0.54,0.54,0.54
70.07,-6.92,-7.43,-6.92,-7.43,7.43,7.37,0.51,0.51,0.51
70.77,-6.89,-7.37,-6.89,-7.37,7.37,7.31,0.48,0.48,0.48
71.48,-6.86,-7.31,-6.86,-7.31,7.30,7.24,0.44,0.44,0.45
72.19,-6.83,-7.24,-6.83,-7.24,7.24,7.17,0.41,0.41,0.41
72.91,-6.80,-7.17,-6.80,-7.17,7.17,7.10,0.38,0.38,0.38
73.64,-6.76,-7.10,-6.76,-7.10,7.11,7.04,0.34,0.34,0.34
74.38,-6.73,-7.04,-6.73,-7.04,7.04,6.97,0.31,0.31,0.31
75.12,-6.70,-6.97,-6.70,-6.97,6.97,6.90,0.27,0.27,0.27
75.87,-6.67,-6.90,-6.67,-6.91,6.91,6.83,0.24,0.24,0.24
76.63,-6.63,-6.84,-6.63,-6.84,6.84,6.76,0.21,0.21,0.21
77.40,-6.60,-6.78,-6.60,-6.77,6.77,6.69,0.17,0.17,0.18
78.17,-6.57,-6.71,-6.57,-6.71,6.71,6.62,0.14,0.14,0.14
78.95,-6.53,-6.64,-6.53,-6.64,6.64,6.55,0.11,0.11,0.11
79.74,-6.50,-6.58,-6.50,-6.58,6.58,6.48,0.08,0.08,0.08
80.54,-6.47,-6.51,-6.47,-6.51,6.51,6.41,0.04,0.04,0.04
81.35,-6.43,-6.44,-6.43,-6.44,6.44,6.33,0.01,0.01,0.01
82.16,-6.40,-6.37,-6.40,-6.37,6.37,6.26,-0.03,-0.03,-0.03
82.98,-6.37,-6.31,-6.37,-6.30,6.30,6.19,-0.06,-0.06,-0.06
83.81,-6.33,-6.23,-6.33,-6.23,6.23,6.12,-0.10,-0.10,-0.10
84.65,-6.30,-6.16,-6.30,-6.16,6.16,6.04,-0.14,-0.14,-0.14
85.50,-6.27,-6.09,-6.27,-6.09,6.09,5.97,-0.17,-0.17,-0.17
86.35,-6.23,-6.02,-6.23,-6.02,6.02,5.90,-0.21,-0.21,-0.21
87.22,-6.20,-5.95,-6.20,-5.95,5.95,5.82,-0.25,-0.25,-0.25
88.09,-6.16,-5.87,-6.16,-5.87,5.87,5.75,-0.29,-0.29,-0.29
88.97,-6.13,-5.80,-6.13,-5.80,5.80,5.68,-0.33,-0.33,-0.33
89.86,-6.10,-5.72,-6.10,-5.72,5.72,5.60,-0.37,-0.37,-0.37
90.76,-6.06,-5.64,-6.06,-5.64,5.64,5.53,-0.42,-0.42,-0.42
91.66,-6.03,-5.57,-6.03,-5.56,5.57,5.45,-0.46,-0.46,-0.46
92.58,-5.99,-5.48,-5.99,-5.49,5.49,5.38,-0.51,-0.51,-0.51
93.51,-5.96,-5.41,-5.96,-5.41,5.41,5.30,-0.55,-0.55,-0.55
94.44,-5.93,-5.33,-5.93,-5.33,5.33,5.23,-0.60,-0.60,-0.59
95.39,-5.89,-5.25,-5.89,-5.25,5.25,5.15,-0.64,-0.64,-0.64
96.34,-5.86,-5.17,-5.86,-5.17,5.17,5.08,-0.69,-0.69,-0.69
97.30,-5.82,-5.08,-5.82,-5.08,5.08,5.00,-0.74,-0.74,-0.74
98.28,-5.79,-5.00,-5.79,-5.00,5.00,4.93,-0.79,-0.79,-0.79
99.26,-5.76,-4.92,-5.76,-4.92,4.92,4.85,-0.83,-0.83,-0.83
100.25,-5.72,-4.84,-5.72,-4.84,4.84,4.78,-0.88,-0.88,-0.88
101.25,-5.69,-4.76,-5.69,-4.76,4.76,4.70,-0.93,-0.93,-0.93
102.27,-5.65,-4.67,-5.65,-4.67,4.67,4.62,-0.98,-0.98,-0.98
103.29,-5.62,-4.59,-5.62,-4.59,4.59,4.55,-1.03,-1.03,-1.03
104.32,-5.59,-4.51,-5.59,-4.51,4.51,4.47,-1.07,-1.07,-1.07
105.37,-5.55,-4.43,-5.55,-4.43,4.43,4.40,-1.12,-1.12,-1.12
106.42,-5.52,-4.35,-5.52,-4.35,4.35,4.32,-1.17,-1.17,-1.17
107.48,-5.49,-4.27,-5.49,-4.27,4.27,4.25,-1.22,-1.22,-1.22
108.56,-5.46,-4.19,-5.46,-4.19,4.19,4.17,-1.27,-1.27,-1.27
109.64,-5.43,-4.11,-5.43,-4.11,4.11,4.09,-1.32,-1.32,-1.32
110.74,-5.40,-4.02,-5.40,-4.02,4.02,4.02,-1.37,-1.37,-1.37
111.85,-5.36,-3.94,-5.36,-3.94,3.94,3.94,-1.43,-1.43,-1.42
112.97,-5.33,-3.85,-5.33,-3.86,3.85,3.87,-1.48,-1.48,-1.48
114.10,-5.30,-3.77,-5.30,-3.77,3.77,3.79,-1.53,-1.53,-1.53
115.24,-5.27,-3.68,-5.27,-3.68,3.69,3.72,-1.59,-1.59,-1.59
116.39,-5.24,-3.60,-5.24,-3.60,3.60,3.64,-1.64,-1.64,-1.64
117.55,-5.21,-3.51,-5.21,-3.51,3.52,3.57,-1.70,-1.70,-1.70
118.73,-5.18,-3.43,-5.18,-3.43,3.44,3.49,-1.75,-1.75,-1.75
119.92,-5.15,-3.35,-5.15,-3.35,3.35,3.42,-1.80,-1.80,-1.80
121.12,-5.13,-3.27,-5.13,-3.27,3.27,3.34,-1.85,-1.85,-1.85
122.33,-5.10,-3.19,-5.10,-3.19,3.19,3.27,-1.90,-1.90,-1.90
123.55,-5.07,-3.11,-5.07,-3.11,3.11,3.19,-1.95,-1.95,-1.95
124.79,-5.04,-3.04,-5.04,-3.04,3.03,3.12,-2.00,-2.00,-2.00
126.03,-5.01,-2.96,-5.01,-2.96,2.95,3.05,-2.05,-2.05,-2.05
127.29,-4.98,-2.88,-4.98,-2.88,2.87,2.97,-2.11,-2.11,-2.10
128.57,-4.95,-2.79,-4.95,-2.79,2.80,2.90,-2.16,-2.16,-2.16
129.85,-4.93,-2.71,-4.93,-2.71,2.72,2.83,-2.21,-2.21,-2.21
131.15,-4.90,-2.64,-4.90,-2.64,2.64,2.76,-2.26,-2.26,-2.26
132.46,-4.87,-2.56,-4.87,-2.56,2.56,2.68,-2.31,-2.31,-2.31
133.79,-4.85,-2.49,-4.85,-2.49,2.49,2.61,-2.36,-2.36,-2.35
135.12,-4.82,-2.42,-4.82,-2.42,2.42,2.54,-2.40,-2.40,-2.40
136.48,-4.79,-2.35,-4.79,-2.35,2.35,2.47,-2.45,-2.45,-2.44
137.84,-4.77,-2.28,-4.77,-2.28,2.28,2.40,-2.49,-2.49,-2.49
139.22,-4.74,-2.20,-4.74,-2.21,2.21,2.33,-2.53,-2.53,-2.54
140.61,-4.72,-2.14,-4.72,-2.14,2.15,2.26,-2.57,-2.57,-2.58
142.02,-4.70,-2.08,-4.70,-2.08,2.08,2.19,-2.61,-2.61,-2.61
143.44,-4.67,-2.02,-4.67,-2.02,2.02,2.12,-2.65,-2.65,-2.65
144.87,-4.65,-1.96,-4.65,-1.96,1.96,2.05,-2.69,-2.69,-2.69
146.32,-4.62,-1.89,-4.62,-1.90,1.90,1.98,-2.73,-2.73,-2.73
147.78,-4.60,-1.84,-4.60,-1.84,1.84,1.91,-2.77,-2.77,-2.76
149.26,-4.58,-1.78,-4.58,-1.78,1.77,1.84,-2.80,-2.80,-2.80
150.75,-4.55,-1.71,-4.55,-1.71,1.71,1.78,-2.84,-2.84,-2.84
152.26,-4.53,-1.65,-4.53,-1.65,1.65,1.71,-2.88,-2.88,-2.88
153.78,-4.51,-1.59,-4.51,-1.59,1.59,1.64,-2.92,-2.92,-2.92
155.32,-4.48,-1.52,-4.48,-1.52,1.52,1.58,-2.96,-2.96,-2.96
156.88,-4.46,-1.46,-4.46,-1.46,1.46,1.51,-3.00,-3.00,-3.00
158.44,-4.44,-1.40,-4.44,-1.40,1.40,1.45,-3.04,-3.04,-3.04
160.03,-4.41,-1.33,-4.41,-1.33,1.33,1.38,-3.08,-3.08,-3.08
161.63,-4.39,-1.27,-4.39,-1.27,1.27,1.32,-3.12,-3.12,-3.12
163.24,-4.37,-1.20,-4.37,-1.21,1.21,1.26,-3.16,-3.16,-3.16
164.88,-4.34,-1.15,-4.34,-1.15,1.15,1.20,-3.20,-3.20,-3.19
166.53,-4.32,-1.09,-4.32,-1.09,1.08,1.13,-3.23,-3.23,-3.23
168.19,-4.29,-1.02,-4.29,-1.02,1.02,1.07,-3.27,-3.27,-3.27
169.87,-4.27,-0.96,-4.27,-0.96,0.96,1.01,-3.31,-3.31,-3.31
171.57,-4.25,-0.89,-4.25,-0.90,0.90,0.95,-3.35,-3.35,-3.35
173.29,-4.22,-0.84,-4.22,-0.84,0.83,0.89,-3.39,-3.39,-3.38
175.02,-4.20,-0.78,-4.20,-0.77,0.77,0.83,-3.42,-3.42,-3.42
176.77,-4.17,-0.71,-4.17,-0.71,0.71,0.78,-3.46,-3.46,-3.46
178.54,-4.15,-0.65,-4.15,-0.65,0.65,0.72,-3.50,-3.50,-3.50
180.32,-4.12,-0.58,-4.12,-0.58,0.59,0.66,-3.54,-3.54,-3.54
182.13,-4.10,-0.53,-4.10,-0.53,0.53,0.60,-3.57,-3.57,-3.57
183.95,-4.08,-0.47,-4.08,-0.47,0.47,0.55,-3.61,-3.61,-3.61
185.79,-4.06,-0.41,-4.06,-0.41,0.41,0.49,-3.65,-3.65,-3.64
187.65,-4.03,-0.35,-4.03,-0.35,0.35,0.44,-3.68,-3.68,-3.68
189.52,-4.01,-0.30,-4.01,-0.30,0.30,0.39,-3.71,-3.71,-3.71
191.42,-3.99,-0.25,-3.99,-0.24,0.24,0.33,-3.74,-3.74,-3.74
193.33,-3.96,-0.19,-3.96,-0.19,0.19,0.28,-3.77,-3.77,-3.77
195.27,-3.94,-0.14,-3.94,-0.14,0.14,0.23,-3.80,-3.80,-3.80
197.22,-3.92,-0.09,-3.92,-0.09,0.09,0.18,-3.83,-3.83,-3.83
199.19,-3.90,-0.04,-3.90,-0.04,0.04,0.13,-3.85,-3.85,-3.86
201.18,-3.88,0.00,-3.88,0.01,-0.00,0.08,-3.88,-3.88,-3.88
203.19,-3.86,0.04,-3.86,0.04,-0.04,0.03,-3.90,-3.90,-3.90
205.23,-3.84,0.08,-3.84,0.08,-0.08,-0.02,-3.92,-3.92,-3.92
207.28,-3.82,0.11,-3.82,0.11,-0.11,-0.07,-3.94,-3.94,-3.93
209.35,-3.80,0.15,-3.80,0.15,-0.15,-0.11,-3.95,-3.95,-3.95
211.44,-3.79,0.18,-3.79,0.18,-0.18,-0.16,-3.96,-3.96,-3.97
213.56,-3.77,0.21,-3.77,0.21,-0.21,-0.20,-3.98,-3.98,-3.98
215.69,-3.75,0.23,-3.75,0.23,-0.23,-0.25,-3.99,-3.99,-3.98
217.85,-3.73,0.26,-3.73,0.26,-0.26,-0.29,-4.00,-4.00,-3.99
220.03,-3.71,0.29,-3.71,0.29,-0.29,-0.33,-4.01,-4.00,-4.00
222.23,-3.69,0.32,-3.69,0.32,-0.32,-0.38,-4.01,-4.01,-4.01
224.45,-3.66,0.35,-3.66,0.35,-0.34,-0.42,-4.01,-4.01,-4.01
226.70,-3.64,0.37,-3.64,0.37,-0.37,-0.46,-4.01,-4.01,-4.01
228.96,-3.61,0.40,-3.61,0.40,-0.40,-0.50,-4.01,-4.01,-4.01
231.25,-3.58,0.42,-3.58,0.43,-0.43,-0.54,-4.01,-4.01,-4.00
233.57,-3.55,0.45,-3.55,0.46,-0.46,-0.57,-4.00,-4.00,-4.00
235.90,-3.51,0.49,-3.51,0.48,-0.48,-0.61,-4.00,-4.00,-4.00
238.26,-3.48,0.51,-3.48,0.51,-0.51,-0.65,-3.99,-3.99,-3.99
240.64,-3.44,0.54,-3.44,0.54,-0.54,-0.69,-3.98,-3.98,-3.98
243.05,-3.40,0.57,-3.40,0.57,-0.57,-0.72,-3.97,-3.97,-3.97
245.48,-3.36,0.60,-3.36,0.60,-0.60,-0.76,-3.96,-3.96,-3.96
247.93,-3.32,0.63,-3.32,0.63,-0.63,-0.79,-3.95,-3.95,-3.95
250.41,-3.28,0.66,-3.28,0.66,-0.65,-0.82,-3.94,-3.94,-3.94
252.92,-3.24,0.68,-3.24,0.68,-0.68,-0.85,-3.92,-3.92,-3.92
255.45,-3.19,0.71,-3.19,0.71,-0.71,-0.89,-3.91,-3.91,-3.90
258.00,-3.14,0.75,-3.14,0.74,-0.75,-0.92,-3.89,-3.89,-3.89
260.58,-3.09,0.78,-3.09,0.78,-0.78,-0.95,-3.87,-3.87,-3.87
263.19,-3.04,0.81,-3.04,0.81,-0.81,-0.98,-3.85,-3.85,-3.85
265.82,-2.98,0.85,-2.98,0.85,-0.85,-1.01,-3.83,-3.83,-3.83
268.48,-2.92,0.89,-2.92,0.89,-0.89,-1.03,-3.81,-3.81,-3.81
271.16,-2.86,0.93,-2.86,0.93,-0.93,-1.06,-3.79,-3.79,-3.79
273.87,-2.80,0.97,-2.80,0.97,-0.97,-1.09,-3.77,-3.77,-3.77
276.61,-2.74,1.01,-2.74,1.01,-1.01,-1.11,-3.75,-3.75,-3.75
279.38,-2.68,1.05,-2.68,1.05,-1.05,-1.14,-3.73,-3.73,-3.73
282.17,-2.61,1.10,-2.61,1.10,-1.10,-1.17,-3.71,-3.71,-3.71
284.99,-2.55,1.14,-2.55,1.14,-1.14,-1.19,-3.69,-3.69,-3.69
287.84,-2.49,1.18,-2.49,1.18,-1.18,-1.21,-3.67,-3.67,-3.67
290.72,-2.43,1.22,-2.43,1.22,-1.22,-1.24,-3.65,-3.65,-3.65
293.63,-2.37,1.26,-2.37,1.26,-1.26,-1.26,-3.63,-3.63,-3.63
296.57,-2.31,1.30,-2.31,1.30,-1.30,-1.28,-3.61,-3.61,-3.61
299.53,-2.25,1.34,-2.25,1.34,-1.34,-1.30,-3.59,-3.59,-3.59
302.53,-2.19,1.38,-2.19,1.37,-1.37,-1.32,-3.57,-3.57,-3.57
305.55,-2.14,1.41,-2.14,1.41,-1.41,-1.34,-3.54,-3.54,-3.54
308.61,-2.08,1.44,-2.08,1.44,-1.44,-1.36,-3.52,-3.52,-3.52
311.69,-2.02,1.47,-2.02,1.47,-1.47,-1.38,-3.49,-3.49,-3.49
314.81,-1.96,1.50,-1.96,1.50,-1.50,-1.40,-3.47,-3.47,-3.46
317.96,-1.91,1.53,-1.91,1.53,-1.53,-1.42,-3.44,-3.45,-3.44
321.14,-1.86,1.56,-1.86,1.56,-1.56,-1.44,-3.42,-3.42,-3.42
324.35,-1.81,1.59,-1.81,1.59,-1.59,-1.45,-3.40,-3.40,-3.40
327.59,-1.77,1.62,-1.77,1.62,-1.61,-1.47,-3.38,-3.38,-3.38
330.87,-1.72,1.64,-1.72,1.64,-1.63,-1.49,-3.36,-3.36,-3.36
334.18,-1.69,1.66,-1.69,1.66,-1.65,-1.50,-3.34,-3.34,-3.34
337.52,-1.65,1.67,-1.65,1.67,-1.66,-1.52,-3.32,-3.32,-3.32
340.90,-1.63,1.67,-1.63,1.67,-1.67,-1.53,-3.30,-3.30,-3.30
344.30,-1.61,1.68,-1.61,1.68,-1.67,-1.55,-3.28,-3.28,-3.28
347.75,-1.59,1.67,-1.59,1.67,-1.67,-1.57,-3.26,-3.26,-3.26
351.23,-1.57,1.67,-1.57,1.67,-1.67,-1.58,-3.24,-3.24,-3.24
354.74,-1.56,1.66,-1.56,1.66,-1.66,-1.60,-3.22,-3.22,-3.22
358.28,-1.55,1.66,-1.55,1.65,-1.65,-1.61,-3.21,-3.21,-3.21
361.87,-1.55,1.64,-1.55,1.64,-1.64,-1.63,-3.19,-3.19,-3.19
365.49,-1.54,1.63,-1.54,1.63,-1.63,-1.64,-3.18,-3.18,-3.17
369.14,-1.53,1.63,-1.53,1.62,-1.63,-1.66,-3.16,-3.16,-3.16
372.83,-1.52,1.62,-1.52,1.62,-1.62,-1.68,-3.14,-3.15,-3.14
376.56,-1.51,1.62,-1.51,1.62,-1.62,-1.69,-3.13,-3.13,-3.13
380.33,-1.50,1.61,-1.50,1.61,-1.61,-1.71,-3.11,-3.11,-3.11
384.13,-1.48,1.62,-1.48,1.62,-1.62,-1.73,-3.10,-3.10,-3.10
387.97,-1.47,1.62,-1.47,1.62,-1.62,-1.75,-3.09,-3.09,-3.09
391.85,-1.45,1.63,-1.45,1.63,-1.63,-1.76,-3.08,-3.08,-3.08
395.77,-1.43,1.63,-1.43,1.64,-1.64,-1.78,-3.07,-3.07,-3.06
399.73,-1.40,1.65,-1.40,1.65,-1.66,-1.81,-3.06,-3.06,-3.05
403.72,-1.36,1.68,-1.36,1.68,-1.68,-1.83,-3.04,-3.04,-3.04
407.76,-1.33,1.71,-1.33,1.71,-1.71,-1.85,-3.03,-3.03,-3.03
